country,sex,age,lx,ex
PRI,male,45-49,95289.01,35.741
PRI,male,50-54,93714.73,31.2967
PRI,male,55-59,91195.846,27.0872
PRI,male,60-64,87578.861,23.0967
PRI,male,65-69,82378.704,19.3886
PRI,male,70-74,75563.811,15.9043
PRI,male,75-79,67393.481,12.5193
PRI,male,80-84,56571.908,9.4102
PRI,male,85-89,41371.333,6.9067
PRI,male,90-94,24540.669,4.9429
PRI,male,95+,10315.688,3.4901
PRT,female,<1,100000.0,85.2515
PRT,female,1-4,99792.369,84.4286
PRT,female,5-9,99731.051,80.4797
PRT,female,10-14,99706.524,75.4989
PRT,female,15-19,99675.903,70.5213
PRT,female,20-24,99623.648,65.5568
PRT,female,25-29,99542.016,60.6085
PRT,female,30-34,99450.747,55.6616
PRT,female,35-39,99305.283,50.7393
PRT,female,40-44,99076.628,45.8501
PRT,female,45-49,98680.377,41.0234
PRT,female,50-54,98041.243,36.2733
PRT,female,55-59,97070.276,31.6097
PRT,female,60-64,95715.802,27.0196
PRT,female,65-69,93766.368,22.5265
PRT,female,70-74,90880.24,18.1566
PRT,female,75-79,86071.44,14.0193
PRT,female,80-84,77449.412,10.2743
PRT,female,85-89,61856.159,7.181
PRT,female,90-94,39040.927,4.8656
PRT,female,95+,16434.187,3.2684
PRT,male,<1,100000.0,79.6815
PRT,male,1-4,99743.651,78.8859
PRT,male,5-9,99665.052,74.9471
PRT,male,10-14,99636.363,69.968
PRT,male,15-19,99597.847,64.994
PRT,male,20-24,99485.825,60.0639
PRT,male,25-29,99290.014,55.1773
PRT,male,30-34,99046.5,50.3065
PRT,male,35-39,98748.896,45.4503
PRT,male,40-44,98315.845,40.6386
PRT,male,45-49,97535.138,35.942
PRT,male,50-54,96150.458,31.4204
PRT,male,55-59,93853.672,27.1239
PRT,male,60-64,90497.151,23.0318
PRT,male,65-69,85898.11,19.1259
PRT,male,70-74,79962.982,15.3507
PRT,male,75-79,71694.527,11.8165
PRT,male,80-84,59711.368,8.6554
PRT,male,85-89,42560.043,6.0888
PRT,male,90-94,22909.235,4.1768
PRT,male,95+,7757.644,2.8736
PRY,female,<1,100000.0,77.0903
PRY,female,1-4,98605.905,77.1785
PRY,female,5-9,98284.992,73.4257
PRY,female,10-14,98187.077,68.4966
PRY,female,15-19,98051.397,63.5875
PRY,female,20-24,97790.755,58.7499
PRY,female,25-29,97500.444,53.9174
PRY,female,30-34,97180.086,49.0867
PRY,female,35-39,96755.602,44.2903
PRY,female,40-44,96074.554,39.5854
PRY,female,45-49,95163.95,34.9392
PRY,female,50-54,93835.814,30.396
PRY,female,55-59,91864.933,25.991
PRY,female,60-64,88787.89,21.7987
PRY,female,65-69,83992.412,17.8908
PRY,female,70-74,77049.172,14.2672
PRY,female,75-79,67541.362,10.901
PRY,female,80-84,52892.075,8.1883
PRY,female,85-89,35314.541,6.0074
PRY,female,90-94,18267.019,4.3424
PRY,female,95+,6444.922,3.1511
PRY,male,<1,100000.0,71.0125
PRY,male,1-4,98224.368,71.2942
PRY,male,5-9,97870.452,67.5464
PRY,male,10-14,97747.046,62.6288
PRY,male,15-19,97560.109,57.7431
PRY,male,20-24,96920.293,53.1054
PRY,male,25-29,96037.123,48.5711
PRY,male,30-34,95209.508,43.9715
PRY,male,35-39,94269.627,39.3841
PRY,male,40-44,93081.844,34.8535
PRY,male,45-49,91524.663,30.4019
PRY,male,50-54,89289.377,26.0962
PRY,male,55-59,85753.761,22.0614
PRY,male,60-64,80305.875,18.3778
PRY,male,65-69,72801.404,15.0043
PRY,male,70-74,63582.832,11.8058
PRY,male,75-79,51622.296,8.9321
PRY,male,80-84,35970.115,6.7038
PRY,male,85-89,20392.255,4.9577
PRY,male,90-94,8494.929,3.6456
PRY,male,95+,2294.364,2.7077
PSE,female,<1,100000.0,74.2522
PSE,female,1-4,98274.236,74.5544
PSE,female,5-9,97915.978,70.821
PSE,female,10-14,97741.97,65.9432
PSE,female,15-19,97606.859,61.0308
PSE,female,20-24,97387.008,56.1625
PSE,female,25-29,97074.71,51.3348
PSE,female,30-34,96692.327,46.5277
PSE,female,35-39,96221.391,41.7427
PSE,female,40-44,95591.578,37.0004
PSE,female,45-49,94681.177,32.3305
PSE,female,50-54,93251.425,27.7852
PSE,female,55-59,91098.788,23.3788
PSE,female,60-64,87819.772,19.1522
PSE,female,65-69,82777.179,15.1552
PSE,female,70-74,74387.321,11.5595
PSE,female,75-79,61250.43,8.4695
PSE,female,80-84,43044.477,5.9495
PSE,female,85-89,22527.495,4.1152
PSE,female,90-94,7496.779,2.8163
PSE,female,95+,1236.462,1.9449
PSE,male,<1,100000.0,65.2226
PSE,male,1-4,97029.318,66.2155
PSE,male,5-9,96610.663,62.4945
PSE,male,10-14,96308.091,57.6837
PSE,male,15-19,96048.549,52.8324
PSE,male,20-24,95504.797,48.1173
PSE,male,25-29,94731.78,43.4894
PSE,male,30-34,93987.424,38.8141
PSE,male,35-39,93179.921,34.1282
PSE,male,40-44,92134.881,29.4854
PSE,male,45-49,90521.598,24.9626
PSE,male,50-54,87698.825,20.6786
PSE,male,55-59,82987.571,16.699
PSE,male,60-64,75182.965,13.1541
PSE,male,65-69,63836.541,10.0247
PSE,male,70-74,48473.488,7.3763
PSE,male,75-79,30479.376,5.2446
PSE,male,80-84,14049.243,3.5671
PSE,male,85-89,3722.255,2.3663
PSE,male,90-94,395.999,1.5807
PSE,male,95+,10.621,1.1029
ROU,female,<1,100000.0,79.6835
ROU,female,1-4,99558.723,79.036
ROU,female,5-9,99452.295,75.119
ROU,female,10-14,99394.485,70.1613
ROU,female,15-19,99319.678,65.2121
ROU,female,20-24,99203.838,60.2852
ROU,female,25-29,99079.998,55.3572
ROU,female,30-34,98892.965,50.4568
ROU,female,35-39,98651.388,45.5739
ROU,female,40-44,98270.615,40.7401
ROU,female,45-49,97639.317,35.9858
ROU,female,50-54,96563.035,31.3567
ROU,female,55-59,94829.281,26.8808
ROU,female,60-64,92173.452,22.579
ROU,female,65-69,88313.064,18.4509
ROU,female,70-74,82729.698,14.517
ROU,female,75-79,74181.495,10.88
ROU,female,80-84,60684.645,7.7048
ROU,female,85-89,41151.843,5.1281
ROU,female,90-94,19062.269,3.2018
ROU,female,95+,4015.443,2.0292
ROU,male,<1,100000.0,72.564
ROU,male,1-4,99420.064,71.9865
ROU,male,5-9,99294.991,68.0752
ROU,male,10-14,99213.422,63.1292
ROU,male,15-19,99101.824,58.197
ROU,male,20-24,98841.758,53.3427
ROU,male,25-29,98481.941,48.5283
ROU,male,30-34,98032.117,43.7391
ROU,male,35-39,97467.674,38.977
ROU,male,40-44,96594.867,34.3046
ROU,male,45-49,95060.35,29.8143
ROU,male,50-54,92446.764,25.581
ROU,male,55-59,88159.743,21.6938
ROU,male,60-64,81616.904,18.2208
ROU,male,65-69,73078.553,15.0493
ROU,male,70-74,62858.389,12.0818
ROU,male,75-79,50852.078,9.3262
ROU,male,80-84,36704.199,6.9377
ROU,male,85-89,21857.154,4.9657
ROU,male,90-94,9380.954,3.4178
ROU,male,95+,2275.046,2.3573
RUS,female,<1,100000.0,79.1858
RUS,female,1-4,99718.163,78.4092
RUS,female,5-9,99643.757,74.4665
RUS,female,10-14,99585.056,69.5089
RUS,female,15-19,99516.449,64.555
RUS,female,20-24,99382.467,59.6383
RUS,female,25-29,99155.527,54.7687
RUS,female,30-34,98819.923,49.9457
RUS,female,35-39,98321.71,45.1853
RUS,female,40-44,97534.966,40.528
RUS,female,45-49,96378.314,35.9831
RUS,female,50-54,94831.789,31.5272
RUS,female,55-59,92746.3,27.1773
RUS,female,60-64,89925.409,22.9474
RUS,female,65-69,85949.008,18.8867
RUS,female,70-74,80204.855,15.0496
RUS,female,75-79,71487.807,11.5574
RUS,female,80-84,58236.023,8.5836
RUS,female,85-89,40364.699,6.2458
RUS,female,90-94,21776.098,4.4816
RUS,female,95+,8003.647,3.2466
RUS,male,<1,100000.0,67.479
RUS,male,1-4,99443.005,66.8561
RUS,male,5-9,99307.822,62.9448
RUS,male,10-14,99197.812,58.0119
RUS,male,15-19,99061.967,53.0875
RUS,male,20-24,98632.283,48.3061
RUS,male,25-29,97775.752,43.7063
RUS,male,30-34,96710.918,39.1589
RUS,male,35-39,95209.063,34.7346
RUS,male,40-44,92773.994,30.5748
RUS,male,45-49,89030.176,26.7511
RUS,male,50-54,84109.337,23.1639
RUS,male,55-59,77834.071,19.8219
RUS,male,60-64,69915.412,16.775
RUS,male,65-69,60644.797,13.9487
RUS,male,70-74,50180.741,11.3275
RUS,male,75-79,38578.846,8.9694
RUS,male,80-84,26353.849,6.9703
RUS,male,85-89,15061.869,5.3718
RUS,male,90-94,6729.049,4.1554
RUS,male,95+,2203.861,3.1927
RWA,female,<1,100000.0,70.1378
RWA,female,1-4,97624.435,70.8411
RWA,female,5-9,96767.122,67.4553
RWA,female,10-14,96437.653,62.6781
RWA,female,15-19,96176.318,57.8414
RWA,female,20-24,95755.52,53.0837
RWA,female,25-29,95175.225,48.3916
RWA,female,30-34,94435.795,43.7501
RWA,female,35-39,93472.928,39.1739
RWA,female,40-44,92167.666,34.6915
RWA,female,45-49,90388.112,30.3229
RWA,female,50-54,87942.544,26.0929
RWA,female,55-59,84508.875,22.0464
RWA,female,60-64,79794.53,18.1934
RWA,female,65-69,73052.824,14.6286
RWA,female,70-74,63586.231,11.415
RWA,female,75-79,50632.063,8.6685
RWA,female,80-84,34940.986,6.4197
RWA,female,85-89,19168.377,4.6828
RWA,female,90-94,7456.939,3.4337
RWA,female,95+,1820.822,2.552
RWA,male,<1,100000.0,65.7084
RWA,male,1-4,97093.187,66.6718
RWA,male,5-9,96160.898,63.3033
RWA,male,10-14,95771.106,58.5517
RWA,male,15-19,95436.502,53.7477
RWA,male,20-24,94790.814,49.0948
RWA,male,25-29,93805.584,44.5833
RWA,male,30-34,92623.276,40.1195
RWA,male,35-39,91150.375,35.7258
RWA,male,40-44,89206.689,31.4472
RWA,male,45-49,86601.209,27.3146
RWA,male,50-54,83049.494,23.3704
RWA,male,55-59,78178.188,19.6636
RWA,male,60-64,71724.498,16.1977
RWA,male,65-69,63091.008,13.0573
RWA,male,70-74,52125.256,10.2606
RWA,male,75-79,38919.61,7.8747
RWA,male,80-84,24863.881,5.9182
RWA,male,85-89,12490.832,4.405
RWA,male,90-94,4456.219,3.2983
RWA,male,95+,1010.795,2.5056
SAU,female,<1,100000.0,81.3304
SAU,female,1-4,99478.517,80.756
SAU,female,5-9,99353.034,76.856
SAU,female,10-14,99243.533,71.9382
SAU,female,15-19,99142.083,67.0091
SAU,female,20-24,99014.631,62.0921
SAU,female,25-29,98879.932,57.1733
SAU,female,30-34,98726.907,52.2579
SAU,female,35-39,98532.243,47.3559
SAU,female,40-44,98250.348,42.4842
SAU,female,45-49,97814.253,37.6616
SAU,female,50-54,97096.137,32.9202
SAU,female,55-59,95875.998,28.3045
SAU,female,60-64,93743.342,23.8867
SAU,female,65-69,90314.249,19.6922
SAU,female,70-74,85144.335,15.7263
SAU,female,75-79,77147.431,12.0781
SAU,female,80-84,64529.882,8.9172
SAU,female,85-89,46424.025,6.3763
SAU,female,90-94,25770.823,4.4943
SAU,female,95+,9617.883,3.1678
SAU,male,<1,100000.0,77.3295
SAU,male,1-4,99316.583,76.8607
SAU,male,5-9,99179.614,72.9646
SAU,male,10-14,99017.408,68.0802
SAU,male,15-19,98780.21,63.2366
SAU,male,20-24,98163.866,58.6164
SAU,male,25-29,97505.774,53.9962
SAU,male,30-34,97052.625,49.2371
SAU,male,35-39,96657.625,44.4281
SAU,male,40-44,96198.27,39.6278
SAU,male,45-49,95543.933,34.881
SAU,male,50-54,94514.846,30.2314
SAU,male,55-59,92868.032,25.7201
SAU,male,60-64,90234.919,21.3916
SAU,male,65-69,85788.062,17.3604
SAU,male,70-74,78581.108,13.7062
SAU,male,75-79,67481.745,10.524
SAU,male,80-84,52204.536,7.8427
SAU,male,85-89,34064.481,5.6689
SAU,male,90-94,16669.184,4.0593
SAU,male,95+,5368.721,2.9337
SDN,female,<1,100000.0,69.825
SDN,female,1-4,96877.84,71.0707
SDN,female,5-9,95517.594,68.0587
SDN,female,10-14,94871.732,63.5072
SDN,female,15-19,94436.549,58.7882
SDN,female,20-24,93837.238,54.1467
SDN,female,25-29,93046.532,49.5849
SDN,female,30-34,92115.929,45.06
SDN,female,35-39,91083.389,40.5422
SDN,female,40-44,89883.872,36.0484
SDN,female,45-49,88276.055,31.6578
SDN,female,50-54,86320.61,27.3159
SDN,female,55-59,83525.244,23.1419
SDN,female,60-64,79840.318,19.089
SDN,female,65-69,74285.262,15.316
SDN,female,70-74,65904.369,11.9262
SDN,female,75-79,53848.915,9.0078
SDN,female,80-84,38390.488,6.5987
SDN,female,85-89,21668.79,4.7795
SDN,female,90-94,8733.377,3.4359
SDN,female,95+,2146.231,2.4262
SDN,male,<1,100000.0,63.4481
SDN,male,1-4,95684.615,65.3021
SDN,male,5-9,93914.635,62.4978
SDN,male,10-14,92682.627,58.2993
SDN,male,15-19,91933.892,53.7538
SDN,male,20-24,90771.987,49.4067
SDN,male,25-29,89118.135,45.2764
SDN,male,30-34,87425.106,41.1047
SDN,male,35-39,85636.722,36.9103
SDN,male,40-44,83684.34,32.7118
SDN,male,45-49,81339.604,28.5807
SDN,male,50-54,78478.212,24.5275
SDN,male,55-59,74503.914,20.6964
SDN,male,60-64,69502.788,16.9984
SDN,male,65-69,62474.559,13.6132
SDN,male,70-74,52978.062,10.5863
SDN,male,75-79,40797.567,7.9748
SDN,male,80-84,26771.966,5.8299
SDN,male,85-89,13574.899,4.1487
SDN,male,90-94,4551.446,2.873
SDN,male,95+,782.155,2.1054
SEN,female,<1,100000.0,71.0117
SEN,female,1-4,97995.26,71.4622
SEN,female,5-9,96981.011,68.1916
SEN,female,10-14,96479.723,63.5347
SEN,female,15-19,96166.79,58.7332
SEN,female,20-24,95675.651,54.0208
SEN,female,25-29,95001.087,49.3861
SEN,female,30-34,94213.783,44.7774
SEN,female,35-39,93314.419,40.1845
SEN,female,40-44,92255.631,35.6159
SEN,female,45-49,90889.961,31.1121
SEN,female,50-54,89140.906,26.671
SEN,female,55-59,86605.444,22.3744
SEN,female,60-64,83063.456,18.2156
SEN,female,65-69,77495.589,14.3311
SEN,female,70-74,68785.396,10.8065
SEN,female,75-79,55178.166,7.8153
SEN,female,80-84,36759.869,5.4358
SEN,female,85-89,17544.671,3.7301
SEN,female,90-94,5014.601,2.4889
SEN,female,95+,612.217,1.7926
SEN,male,<1,100000.0,67.0064
SEN,male,1-4,97377.909,67.8075
SEN,male,5-9,96196.54,64.62
SEN,male,10-14,95657.156,59.9718
SEN,male,15-19,95209.594,55.2416
SEN,male,20-24,94564.412,50.6001
SEN,male,25-29,93632.67,46.0782
SEN,male,30-34,92662.52,41.5341
SEN,male,35-39,91468.941,37.0423
SEN,male,40-44,90068.077,32.5783
SEN,male,45-49,88137.482,28.234
SEN,male,50-54,85470.613,24.0328
SEN,male,55-59,81577.711,20.0531
SEN,male,60-64,76075.881,16.3129
SEN,male,65-69,68360.566,12.8572
SEN,male,70-74,57876.63,9.7111
SEN,male,75-79,43623.766,7.0304
SEN,male,80-84,26537.156,4.9307
SEN,male,85-89,11333.655,3.3666
SEN,male,90-94,2692.129,2.2426
SEN,male,95+,250.081,1.6393
SLB,female,<1,100000.0,72.1761
SLB,female,1-4,98767.004,72.0761
SLB,female,5-9,98461.76,68.2934
SLB,female,10-14,98152.43,63.5013
SLB,female,15-19,97920.715,58.6455
SLB,female,20-24,97521.817,53.8741
SLB,female,25-29,96962.518,49.1701
SLB,female,30-34,96293.884,44.4936
SLB,female,35-39,95488.124,39.8473
SLB,female,40-44,94452.646,35.2555
SLB,female,45-49,93046.75,30.7484
SLB,female,50-54,91010.006,26.3771
SLB,female,55-59,88056.416,22.1732
SLB,female,60-64,83778.626,18.1699
SLB,female,65-69,77394.107,14.449
SLB,female,70-74,67800.889,11.1172
SLB,female,75-79,54055.504,8.2771
SLB,female,80-84,36735.844,5.9715
SLB,female,85-89,18965.806,4.276
SLB,female,90-94,6608.584,3.0538
SLB,female,95+,1297.759,2.1484
SLB,male,<1,100000.0,69.3559
SLB,male,1-4,98450.842,69.4459
SLB,male,5-9,98122.316,65.6717
SLB,male,10-14,97772.219,60.8984
SLB,male,15-19,97461.984,56.0839
SLB,male,20-24,96904.947,51.3904
SLB,male,25-29,96127.821,46.7855
SLB,male,30-34,95347.624,42.1478
SLB,male,35-39,94473.622,37.5139
SLB,male,40-44,93357.969,32.9309
SLB,male,45-49,91748.174,28.4618
SLB,male,50-54,89249.192,24.1839
SLB,male,55-59,85408.055,20.1514
SLB,male,60-64,79552.198,16.4389
SLB,male,65-69,71128.73,13.0738
SLB,male,70-74,59588.744,10.099
SLB,male,75-79,44874.244,7.5662
SLB,male,80-84,28411.447,5.4944
SLB,male,85-89,13555.589,3.8925
SLB,male,90-94,4123.492,2.6925
SLB,male,95+,613.967,1.9792
SLE,female,<1,100000.0,63.695
SLE,female,1-4,93543.535,67.07
SLE,female,5-9,91122.886,64.8204
SLE,female,10-14,90407.236,60.317
SLE,female,15-19,89933.925,55.6209
SLE,female,20-24,89270.053,51.0149
SLE,female,25-29,88456.531,46.4607
SLE,female,30-34,87512.238,41.9342
SLE,female,35-39,86356.195,37.461
SLE,female,40-44,84883.781,33.0656
SLE,female,45-49,82973.657,28.7669
SLE,female,50-54,80480.255,24.577
SLE,female,55-59,77054.047,20.5532
SLE,female,60-64,72376.324,16.7109
SLE,female,65-69,65427.33,13.2036
SLE,female,70-74,55523.239,10.0884
SLE,female,75-79,41817.286,7.5404
SLE,female,80-84,26132.666,5.5649
SLE,female,85-89,12402.046,4.0843
SLE,female,90-94,3983.758,3.0528
SLE,female,95+,783.718,2.2885
SLE,male,<1,100000.0,60.2298
SLE,male,1-4,92340.526,64.2015
SLE,male,5-9,89724.491,62.0393
SLE,male,10-14,88868.525,57.6165
SLE,male,15-19,88271.536,52.9885
SLE,male,20-24,87298.917,48.5488
SLE,male,25-29,86057.949,44.2129
SLE,male,30-34,84909.391,39.7774
SLE,male,35-39,83689.584,35.3198
SLE,male,40-44,82176.031,30.9224
SLE,male,45-49,80146.541,26.6388
SLE,male,50-54,77262.063,22.5345
SLE,male,55-59,73066.102,18.6766
SLE,male,60-64,67059.033,15.1128
SLE,male,65-69,58531.176,11.9316
SLE,male,70-74,47255.962,9.1586
SLE,male,75-79,33496.774,6.8713
SLE,male,80-84,19427.765,5.0664
SLE,male,85-89,8332.675,3.6911
SLE,male,90-94,2288.362,2.7671
SLE,male,95+,368.071,2.1051
SLV,female,<1,100000.0,76.4877
SLV,female,1-4,99121.813,76.1642
SLV,female,5-9,98921.22,72.3152
SLV,female,10-14,98800.896,67.4003
SLV,female,15-19,98635.386,62.5088
SLV,female,20-24,98339.11,57.6891
SLV,female,25-29,97979.7,52.8913
SLV,female,30-34,97532.886,48.1217
SLV,female,35-39,96964.366,43.3886
SLV,female,40-44,96176.936,38.7222
SLV,female,45-49,95061.419,34.1456
SLV,female,50-54,93426.817,29.6965
SLV,female,55-59,90998.961,25.4177
SLV,female,60-64,87347.906,21.3695
SLV,female,65-69,82324.493,17.5136
SLV,female,70-74,75580.542,13.8436
SLV,female,75-79,66325.65,10.4035
SLV,female,80-84,52258.636,7.4906
SLV,female,85-89,33617.58,5.2186
SLV,female,90-94,15168.266,3.6486
SLV,female,95+,4124.789,2.5867
SLV,male,<1,100000.0,67.7597
SLV,male,1-4,99014.198,67.433
SLV,male,5-9,98817.909,63.5634
SLV,male,10-14,98689.55,58.643
SLV,male,15-19,98460.621,53.7723
SLV,male,20-24,97372.617,49.3401
SLV,male,25-29,95826.511,45.0962
SLV,male,30-34,94019.37,40.9125
SLV,male,35-39,91592.57,36.9274
SLV,male,40-44,88484.551,33.1339
SLV,male,45-49,85015.296,29.3831
SLV,male,50-54,81245.955,25.6279
SLV,male,55-59,76693.171,21.9954
SLV,male,60-64,71017.906,18.5473
SLV,male,65-69,64369.725,15.1985
SLV,male,70-74,56560.326,11.9424
SLV,male,75-79,46645.259,8.9215
SLV,male,80-84,33373.092,6.4408
SLV,male,85-89,18645.286,4.5609
SLV,male,90-94,7043.527,3.3029
SLV,male,95+,1603.119,2.421
SOM,female,<1,100000.0,61.5509
SOM,female,1-4,93968.625,64.4867
SOM,female,5-9,90401.584,62.9661
SOM,female,10-14,88905.089,58.9901
SOM,female,15-19,88013.525,54.5625
SOM,female,20-24,86933.521,50.2079
SOM,female,25-29,85598.328,45.9511
SOM,female,30-34,84062.188,41.7442
SOM,female,35-39,82359.386,37.5549
SOM,female,40-44,80431.28,33.3934
SOM,female,45-49,78100.136,29.3139
SOM,female,50-54,75474.301,25.2443
SOM,female,55-59,72056.638,21.3179
SOM,female,60-64,67697.311,17.5227
SOM,female,65-69,61530.86,14.0131
SOM,female,70-74,52807.929,10.8934
SOM,female,75-79,41151.465,8.2444
SOM,female,80-84,27528.946,6.07
SOM,female,85-89,14291.357,4.4437
SOM,female,90-94,5192.431,3.259
SOM,female,95+,1152.7,2.4412
SOM,male,<1,100000.0,56.4897
SOM,male,1-4,92932.118,59.7673
SOM,male,5-9,89196.952,58.1995
SOM,male,10-14,87530.648,54.2672
SOM,male,15-19,86573.932,49.8391
SOM,male,20-24,84934.352,45.7473
SOM,male,25-29,82285.618,42.1376
SOM,male,30-34,79625.983,38.4621
SOM,male,35-39,77019.449,34.6792
SOM,male,40-44,74359.725,30.8292
SOM,male,45-49,71405.429,26.9994
SOM,male,50-54,68023.695,23.2135
SOM,male,55-59,63733.549,19.6018
SOM,male,60-64,58533.192,16.1137
SOM,male,65-69,51670.106,12.9061
SOM,male,70-74,42819.306,10.0384
SOM,male,75-79,31956.23,7.5785
SOM,male,80-84,20155.958,5.5524
SOM,male,85-89,9652.792,3.985
SOM,male,90-94,3008.394,2.8885
SOM,male,95+,527.392,2.1619
SRB,female,<1,100000.0,80.1833
SRB,female,1-4,99658.133,79.4579
SRB,female,5-9,99583.759,75.5162
SRB,female,10-14,99547.548,70.5427
SRB,female,15-19,99500.235,65.5749
SRB,female,20-24,99418.034,60.6269
SRB,female,25-29,99325.534,55.6809
SRB,female,30-34,99187.782,50.7545
SRB,female,35-39,98981.918,45.8546
SRB,female,40-44,98616.028,41.0146
SRB,female,45-49,98032.719,36.2426
SRB,female,50-54,96997.931,31.6
SRB,female,55-59,95277.374,27.1225
SRB,female,60-64,92604.209,22.8285
SRB,female,65-69,88536.836,18.7539
SRB,female,70-74,82441.715,14.9438
SRB,female,75-79,72158.778,11.6958
SRB,female,80-84,57975.475,8.9186
SRB,female,85-89,40590.091,6.6461
SRB,female,90-94,22916.065,4.8765
SRB,female,95+,9379.824,3.5671
SRB,male,<1,100000.0,73.6802
SRB,male,1-4,99551.551,73.0114
SRB,male,5-9,99472.5,69.0682
SRB,male,10-14,99416.057,64.1059
SRB,male,15-19,99347.857,59.148
SRB,male,20-24,99158.937,54.2553
SRB,male,25-29,98867.57,49.4078
SRB,male,30-34,98528.787,44.5687
SRB,male,35-39,98055.748,39.7711
SRB,male,40-44,97358.761,35.0369
SRB,male,45-49,96266.662,30.4036
SRB,male,50-54,94396.67,25.9516
SRB,male,55-59,91097.729,21.7927
SRB,male,60-64,85700.616,17.9983
SRB,male,65-69,77871.13,14.5439
SRB,male,70-74,67535.83,11.3732
SRB,male,75-79,53527.412,8.6683
SRB,male,80-84,36758.475,6.4641
SRB,male,85-89,20219.047,4.7526
SRB,male,90-94,8006.069,3.4893
SRB,male,95+,2008.546,2.5986
SSD,female,<1,100000.0,60.7485
SSD,female,1-4,94134.494,63.5197
SSD,female,5-9,90680.132,61.8736
SSD,female,10-14,88930.346,58.0487
SSD,female,15-19,87920.59,53.6871
SSD,female,20-24,86714.302,49.3975
SSD,female,25-29,85247.112,45.2038
SSD,female,30-34,83561.829,41.0639
SSD,female,35-39,81691.119,36.9463
SSD,female,40-44,79588.595,32.8545
SSD,female,45-49,77108.281,28.8294
SSD,female,50-54,74343.332,24.8061
SSD,female,55-59,70785.21,20.922
SSD,female,60-64,66249.959,17.1757
SSD,female,65-69,59880.629,13.7212
SSD,female,70-74,50983.535,10.6577
SSD,female,75-79,39271.145,8.0646
SSD,female,80-84,25853.898,5.9398
SSD,female,85-89,13130.997,4.3514
SSD,female,90-94,4658.004,3.1774
SSD,female,95+,991.261,2.2751
SSD,male,<1,100000.0,54.7567
SSD,male,1-4,93240.887,57.7089
SSD,male,5-9,89698.377,55.9145
SSD,male,10-14,87205.796,52.4497
SSD,male,15-19,85803.21,48.2674
SSD,male,20-24,83976.118,44.2587
SSD,male,25-29,81365.422,40.5968
SSD,male,30-34,78714.094,36.8803
SSD,male,35-39,76003.078,33.1059
SSD,male,40-44,73095.147,29.3217
SSD,male,45-49,69751.349,25.605
SSD,male,50-54,65897.223,21.952
SSD,male,55-59,61104.616,18.4712
SSD,male,60-64,55340.898,15.126
SSD,male,65-69,47928.373,12.0628
SSD,male,70-74,38674.666,9.3315
SSD,male,75-79,27684.418,7.025
SSD,male,80-84,16434.471,5.1413
SSD,male,85-89,7242.623,3.6816
SSD,male,90-94,2012.534,2.5691
SSD,male,95+,268.978,1.872
STP,female,<1,100000.0,73.9088
STP,female,1-4,98964.465,73.6808
STP,female,5-9,98761.499,69.8282
STP,female,10-14,98556.312,64.9686
STP,female,15-19,98338.575,60.1064
STP,female,20-24,97863.943,55.3846
STP,female,25-29,97281.766,50.7011
STP,female,30-34,96627.892,46.0267
STP,female,35-39,95827.698,41.3894
STP,female,40-44,94762.726,36.8251
STP,female,45-49,93306.113,32.3588
STP,female,50-54,91210.597,28.0415
STP,female,55-59,88281.631,23.8845
STP,female,60-64,84151.98,19.9274
STP,female,65-69,78479.124,16.1778
STP,female,70-74,70432.092,12.7241
STP,female,75-79,59099.772,9.6596
STP,female,80-84,43952.072,7.0939
STP,female,85-89,26566.118,5.0951
STP,female,90-94,11564.018,3.6385
STP,female,95+,3118.837,2.6427
STP,male,<1,100000.0,66.4095
STP,male,1-4,98828.71,66.195
STP,male,5-9,98607.075,62.3394
STP,male,10-14,98395.671,57.4683
STP,male,15-19,98180.076,52.5884
STP,male,20-24,97465.346,47.9524
STP,male,25-29,96258.936,43.5215
STP,male,30-34,94916.446,39.1009
STP,male,35-39,93330.675,34.7214
STP,male,40-44,91281.269,30.4422
STP,male,45-49,88455.391,26.3305
STP,male,50-54,84465.499,22.4497
STP,male,55-59,78913.538,18.8446
STP,male,60-64,71473.356,15.5341
STP,male,65-69,61700.004,12.5832
STP,male,70-74,49792.947,9.9793
STP,male,75-79,36388.336,7.7237
STP,male,80-84,22821.257,5.8425
STP,male,85-89,11313.023,4.3637
STP,male,90-94,4007.024,3.2216
STP,male,95+,871.438,2.414
SUR,female,<1,100000.0,76.9789
SUR,female,1-4,99082.789,76.6902
SUR,female,5-9,98928.35,72.8071
SUR,female,10-14,98798.383,67.8997
SUR,female,15-19,98636.86,63.0064
SUR,female,20-24,98325.41,58.1974
SUR,female,25-29,97923.605,53.4256
SUR,female,30-34,97332.864,48.7338
SUR,female,35-39,96562.771,44.1015
SUR,female,40-44,95466.193,39.5784
SUR,female,45-49,94296.703,35.0377
SUR,female,50-54,92718.427,30.5889
SUR,female,55-59,90388.713,26.3083
SUR,female,60-64,86757.773,22.2992
SUR,female,65-69,82133.604,18.4072
SUR,female,70-74,75207.85,14.858
SUR,female,75-79,65979.246,11.5703
SUR,female,80-84,52771.844,8.8057
SUR,female,85-89,36513.31,6.5973
SUR,female,90-94,20415.481,4.868
SUR,female,95+,8326.85,3.5774
SUR,male,<1,100000.0,70.5946
SUR,male,1-4,98772.695,70.4702
SUR,male,5-9,98593.932,66.5946
SUR,male,10-14,98452.448,61.687
