risk_factor,cause,age,exposure_g_per_day,rr_mean,rr_low,rr_high
vegetables,Stroke,45-49,0.0,1.0,1.0,1.0
vegetables,Stroke,45-49,100.0,0.96,0.93,1.0
vegetables,Stroke,45-49,200.0,0.93,0.87,1.0
vegetables,Stroke,45-49,300.0,0.9,0.83,0.98
vegetables,Stroke,50-54,0.0,1.0,1.0,1.0
vegetables,Stroke,50-54,100.0,0.97,0.94,1.0
vegetables,Stroke,50-54,200.0,0.94,0.89,1.0
vegetables,Stroke,50-54,300.0,0.92,0.85,0.98
vegetables,Stroke,55-59,0.0,1.0,1.0,1.0
vegetables,Stroke,55-59,100.0,0.97,0.95,1.0
vegetables,Stroke,55-59,200.0,0.95,0.91,1.0
vegetables,Stroke,55-59,300.0,0.93,0.88,0.98
vegetables,Stroke,60-64,0.0,1.0,1.0,1.0
vegetables,Stroke,60-64,100.0,0.98,0.96,1.0
vegetables,Stroke,60-64,200.0,0.96,0.92,1.0
vegetables,Stroke,60-64,300.0,0.94,0.9,0.99
vegetables,Stroke,65-69,0.0,1.0,1.0,1.0
vegetables,Stroke,65-69,100.0,0.98,0.97,1.0
vegetables,Stroke,65-69,200.0,0.97,0.94,1.0
vegetables,Stroke,65-69,300.0,0.95,0.92,0.99
vegetables,Stroke,70-74,0.0,1.0,1.0,1.0
vegetables,Stroke,70-74,100.0,0.98,0.97,1.0
vegetables,Stroke,70-74,200.0,0.97,0.95,1.0
vegetables,Stroke,70-74,300.0,0.96,0.93,0.99
vegetables,Stroke,75-79,0.0,1.0,1.0,1.0
vegetables,Stroke,75-79,100.0,0.99,0.98,1.0
vegetables,Stroke,75-79,200.0,0.98,0.96,1.0
vegetables,Stroke,75-79,300.0,0.97,0.94,0.99
vegetables,Stroke,80-84,0.0,1.0,1.0,1.0
vegetables,Stroke,80-84,100.0,0.99,0.98,1.0
vegetables,Stroke,80-84,200.0,0.98,0.96,1.0
vegetables,Stroke,80-84,300.0,0.97,0.94,0.99
vegetables,Stroke,85-89,0.0,1.0,1.0,1.0
vegetables,Stroke,85-89,100.0,0.99,0.98,1.0
vegetables,Stroke,85-89,200.0,0.98,0.96,1.0
vegetables,Stroke,85-89,300.0,0.97,0.94,0.99
vegetables,Stroke,90-94,0.0,1.0,1.0,1.0
vegetables,Stroke,90-94,100.0,0.99,0.98,1.0
vegetables,Stroke,90-94,200.0,0.98,0.96,1.0
vegetables,Stroke,90-94,300.0,0.97,0.94,0.99
vegetables,Stroke,95+,0.0,1.0,1.0,1.0
vegetables,Stroke,95+,100.0,0.99,0.98,1.0
vegetables,Stroke,95+,200.0,0.98,0.96,1.0
vegetables,Stroke,95+,300.0,0.97,0.94,0.99
whole_grains,CHD,25-29,0.0,1.0,1.0,1.0
whole_grains,CHD,25-29,50.0,0.8,0.74,0.96
whole_grains,CHD,25-29,100.0,0.65,0.56,0.92
whole_grains,CHD,25-29,150.0,0.63,0.54,0.87
whole_grains,CHD,30-34,0.0,1.0,1.0,1.0
whole_grains,CHD,30-34,50.0,0.8,0.74,0.96
whole_grains,CHD,30-34,100.0,0.65,0.56,0.92
whole_grains,CHD,30-34,150.0,0.63,0.54,0.87
whole_grains,CHD,35-39,0.0,1.0,1.0,1.0
whole_grains,CHD,35-39,50.0,0.8,0.74,0.96
whole_grains,CHD,35-39,100.0,0.65,0.56,0.92
whole_grains,CHD,35-39,150.0,0.63,0.54,0.87
whole_grains,CHD,40-44,0.0,1.0,1.0,1.0
whole_grains,CHD,40-44,50.0,0.83,0.78,0.97
whole_grains,CHD,40-44,100.0,0.7,0.62,0.93
whole_grains,CHD,40-44,150.0,0.68,0.6,0.89
whole_grains,CHD,45-49,0.0,1.0,1.0,1.0
whole_grains,CHD,45-49,50.0,0.83,0.79,0.97
whole_grains,CHD,45-49,100.0,0.71,0.63,0.94
whole_grains,CHD,45-49,150.0,0.69,0.62,0.9
whole_grains,CHD,50-54,0.0,1.0,1.0,1.0
whole_grains,CHD,50-54,50.0,0.85,0.8,0.97
whole_grains,CHD,50-54,100.0,0.73,0.65,0.94
whole_grains,CHD,50-54,150.0,0.71,0.64,0.9
whole_grains,CHD,55-59,0.0,1.0,1.0,1.0
whole_grains,CHD,55-59,50.0,0.87,0.83,0.97
whole_grains,CHD,55-59,100.0,0.76,0.69,0.95
whole_grains,CHD,55-59,150.0,0.75,0.68,0.92
whole_grains,CHD,60-64,0.0,1.0,1.0,1.0
whole_grains,CHD,60-64,50.0,0.88,0.85,0.98
whole_grains,CHD,60-64,100.0,0.79,0.72,0.95
whole_grains,CHD,60-64,150.0,0.77,0.72,0.93
whole_grains,CHD,65-69,0.0,1.0,1.0,1.0
whole_grains,CHD,65-69,50.0,0.89,0.86,0.98
whole_grains,CHD,65-69,100.0,0.8,0.75,0.96
whole_grains,CHD,65-69,150.0,0.79,0.74,0.93
whole_grains,CHD,70-74,0.0,1.0,1.0,1.0
whole_grains,CHD,70-74,50.0,0.9,0.87,0.98
whole_grains,CHD,70-74,100.0,0.82,0.77,0.96
whole_grains,CHD,70-74,150.0,0.81,0.76,0.94
whole_grains,CHD,75-79,0.0,1.0,1.0,1.0
whole_grains,CHD,75-79,50.0,0.91,0.88,0.98
whole_grains,CHD,75-79,100.0,0.83,0.78,0.97
whole_grains,CHD,75-79,150.0,0.82,0.78,0.94
whole_grains,CHD,80-84,0.0,1.0,1.0,1.0
whole_grains,CHD,80-84,50.0,0.91,0.88,0.98
whole_grains,CHD,80-84,100.0,0.83,0.78,0.97
whole_grains,CHD,80-84,150.0,0.82,0.78,0.94
whole_grains,CHD,85-89,0.0,1.0,1.0,1.0
whole_grains,CHD,85-89,50.0,0.91,0.88,0.98
whole_grains,CHD,85-89,100.0,0.83,0.78,0.97
whole_grains,CHD,85-89,150.0,0.82,0.78,0.94
whole_grains,CHD,90-94,0.0,1.0,1.0,1.0
whole_grains,CHD,90-94,50.0,0.91,0.88,0.98
whole_grains,CHD,90-94,100.0,0.83,0.78,0.97
whole_grains,CHD,90-94,150.0,0.82,0.78,0.94
whole_grains,CHD,95+,0.0,1.0,1.0,1.0
whole_grains,CHD,95+,50.0,0.91,0.88,0.98
whole_grains,CHD,95+,100.0,0.83,0.78,0.97
whole_grains,CHD,95+,150.0,0.82,0.78,0.94
whole_grains,CRC,25-29,0.0,1.0,1.0,1.0
whole_grains,CRC,25-29,50.0,0.93,0.88,0.99
whole_grains,CRC,25-29,100.0,0.87,0.81,0.96
whole_grains,CRC,25-29,150.0,0.79,0.73,0.93
whole_grains,CRC,30-34,0.0,1.0,1.0,1.0
whole_grains,CRC,30-34,50.0,0.93,0.88,0.99
whole_grains,CRC,30-34,100.0,0.87,0.81,0.96
whole_grains,CRC,30-34,150.0,0.79,0.73,0.93
whole_grains,CRC,35-39,0.0,1.0,1.0,1.0
whole_grains,CRC,35-39,50.0,0.93,0.88,0.99
whole_grains,CRC,35-39,100.0,0.87,0.81,0.96
whole_grains,CRC,35-39,150.0,0.79,0.73,0.93
whole_grains,CRC,40-44,0.0,1.0,1.0,1.0
whole_grains,CRC,40-44,50.0,0.93,0.88,0.99
whole_grains,CRC,40-44,100.0,0.87,0.81,0.96
whole_grains,CRC,40-44,150.0,0.79,0.73,0.93
whole_grains,CRC,45-49,0.0,1.0,1.0,1.0
whole_grains,CRC,45-49,50.0,0.93,0.88,0.99
whole_grains,CRC,45-49,100.0,0.87,0.81,0.96
whole_grains,CRC,45-49,150.0,0.79,0.73,0.93
whole_grains,CRC,50-54,0.0,1.0,1.0,1.0
whole_grains,CRC,50-54,50.0,0.93,0.88,0.99
whole_grains,CRC,50-54,100.0,0.87,0.81,0.96
whole_grains,CRC,50-54,150.0,0.79,0.73,0.93
whole_grains,CRC,55-59,0.0,1.0,1.0,1.0
whole_grains,CRC,55-59,50.0,0.93,0.88,0.99
whole_grains,CRC,55-59,100.0,0.87,0.81,0.96
whole_grains,CRC,55-59,150.0,0.79,0.73,0.93
whole_grains,CRC,60-64,0.0,1.0,1.0,1.0
whole_grains,CRC,60-64,50.0,0.93,0.88,0.99
whole_grains,CRC,60-64,100.0,0.87,0.81,0.96
whole_grains,CRC,60-64,150.0,0.79,0.73,0.93
whole_grains,CRC,65-69,0.0,1.0,1.0,1.0
whole_grains,CRC,65-69,50.0,0.93,0.88,0.99
whole_grains,CRC,65-69,100.0,0.87,0.81,0.96
whole_grains,CRC,65-69,150.0,0.79,0.73,0.93
whole_grains,CRC,70-74,0.0,1.0,1.0,1.0
whole_grains,CRC,70-74,50.0,0.93,0.88,0.99
whole_grains,CRC,70-74,100.0,0.87,0.81,0.96
whole_grains,CRC,70-74,150.0,0.79,0.73,0.93
whole_grains,CRC,75-79,0.0,1.0,1.0,1.0
whole_grains,CRC,75-79,50.0,0.93,0.88,0.99
whole_grains,CRC,75-79,100.0,0.87,0.81,0.96
whole_grains,CRC,75-79,150.0,0.79,0.73,0.93
whole_grains,CRC,80-84,0.0,1.0,1.0,1.0
whole_grains,CRC,80-84,50.0,0.93,0.88,0.99
whole_grains,CRC,80-84,100.0,0.87,0.81,0.96
whole_grains,CRC,80-84,150.0,0.79,0.73,0.93
whole_grains,CRC,85-89,0.0,1.0,1.0,1.0
whole_grains,CRC,85-89,50.0,0.93,0.88,0.99
whole_grains,CRC,85-89,100.0,0.87,0.81,0.96
whole_grains,CRC,85-89,150.0,0.79,0.73,0.93
whole_grains,CRC,90-94,0.0,1.0,1.0,1.0
whole_grains,CRC,90-94,50.0,0.93,0.88,0.99
whole_grains,CRC,90-94,100.0,0.87,0.81,0.96
whole_grains,CRC,90-94,150.0,0.79,0.73,0.93
whole_grains,CRC,95+,0.0,1.0,1.0,1.0
whole_grains,CRC,95+,50.0,0.93,0.88,0.99
whole_grains,CRC,95+,100.0,0.87,0.81,0.96
whole_grains,CRC,95+,150.0,0.79,0.73,0.93
whole_grains,Stroke,25-29,0.0,1.0,1.0,1.0
whole_grains,Stroke,25-29,50.0,0.93,0.9,1.0
whole_grains,Stroke,25-29,100.0,0.86,0.81,0.98
whole_grains,Stroke,25-29,150.0,0.83,0.75,0.96
whole_grains,Stroke,30-34,0.0,1.0,1.0,1.0
whole_grains,Stroke,30-34,50.0,0.93,0.9,1.0
whole_grains,Stroke,30-34,100.0,0.86,0.81,0.98
whole_grains,Stroke,30-34,150.0,0.83,0.75,0.96
whole_grains,Stroke,35-39,0.0,1.0,1.0,1.0
whole_grains,Stroke,35-39,50.0,0.93,0.9,1.0
whole_grains,Stroke,35-39,100.0,0.86,0.81,0.98
whole_grains,Stroke,35-39,150.0,0.83,0.75,0.96
whole_grains,Stroke,40-44,0.0,1.0,1.0,1.0
whole_grains,Stroke,40-44,50.0,0.94,0.92,1.0
whole_grains,Stroke,40-44,100.0,0.89,0.84,0.98
whole_grains,Stroke,40-44,150.0,0.86,0.8,0.97
whole_grains,Stroke,45-49,0.0,1.0,1.0,1.0
whole_grains,Stroke,45-49,50.0,0.95,0.93,1.0
whole_grains,Stroke,45-49,100.0,0.9,0.86,0.99
whole_grains,Stroke,45-49,150.0,0.88,0.82,0.97
whole_grains,Stroke,50-54,0.0,1.0,1.0,1.0
whole_grains,Stroke,50-54,50.0,0.96,0.94,1.0
whole_grains,Stroke,50-54,100.0,0.92,0.89,0.99
whole_grains,Stroke,50-54,150.0,0.9,0.85,0.98
whole_grains,Stroke,55-59,0.0,1.0,1.0,1.0
whole_grains,Stroke,55-59,50.0,0.96,0.95,1.0
whole_grains,Stroke,55-59,100.0,0.93,0.9,0.99
whole_grains,Stroke,55-59,150.0,0.91,0.87,0.98
whole_grains,Stroke,60-64,0.0,1.0,1.0,1.0
whole_grains,Stroke,60-64,50.0,0.97,0.96,1.0
whole_grains,Stroke,60-64,100.0,0.94,0.92,0.99
whole_grains,Stroke,60-64,150.0,0.93,0.9,0.98
whole_grains,Stroke,65-69,0.0,1.0,1.0,1.0
whole_grains,Stroke,65-69,50.0,0.98,0.97,1.0
whole_grains,Stroke,65-69,100.0,0.95,0.93,0.99
whole_grains,Stroke,65-69,150.0,0.94,0.91,0.99
whole_grains,Stroke,70-74,0.0,1.0,1.0,1.0
whole_grains,Stroke,70-74,50.0,0.98,0.97,1.0
whole_grains,Stroke,70-74,100.0,0.96,0.95,0.99
whole_grains,Stroke,70-74,150.0,0.95,0.93,0.99
whole_grains,Stroke,75-79,0.0,1.0,1.0,1.0
whole_grains,Stroke,75-79,50.0,0.98,0.98,1.0
whole_grains,Stroke,75-79,100.0,0.97,0.96,1.0
whole_grains,Stroke,75-79,150.0,0.96,0.94,0.99
whole_grains,Stroke,80-84,0.0,1.0,1.0,1.0
whole_grains,Stroke,80-84,50.0,0.98,0.98,1.0
whole_grains,Stroke,80-84,100.0,0.97,0.96,1.0
whole_grains,Stroke,80-84,150.0,0.96,0.94,0.99
whole_grains,Stroke,85-89,0.0,1.0,1.0,1.0
whole_grains,Stroke,85-89,50.0,0.98,0.98,1.0
whole_grains,Stroke,85-89,100.0,0.97,0.96,1.0
whole_grains,Stroke,85-89,150.0,0.96,0.94,0.99
whole_grains,Stroke,90-94,0.0,1.0,1.0,1.0
whole_grains,Stroke,90-94,50.0,0.98,0.98,1.0
whole_grains,Stroke,90-94,100.0,0.97,0.96,1.0
whole_grains,Stroke,90-94,150.0,0.96,0.94,0.99
whole_grains,Stroke,95+,0.0,1.0,1.0,1.0
whole_grains,Stroke,95+,50.0,0.98,0.98,1.0
whole_grains,Stroke,95+,100.0,0.97,0.96,1.0
whole_grains,Stroke,95+,150.0,0.96,0.94,0.99
whole_grains,T2DM,25-29,0.0,1.0,1.0,1.0
whole_grains,T2DM,25-29,50.0,0.98,0.97,1.0
whole_grains,T2DM,25-29,100.0,0.96,0.94,0.99
whole_grains,T2DM,25-29,150.0,0.94,0.91,0.98
whole_grains,T2DM,30-34,0.0,1.0,1.0,1.0
whole_grains,T2DM,30-34,50.0,0.98,0.97,1.0
whole_grains,T2DM,30-34,100.0,0.96,0.94,0.99
whole_grains,T2DM,30-34,150.0,0.94,0.91,0.98
whole_grains,T2DM,35-39,0.0,1.0,1.0,1.0
whole_grains,T2DM,35-39,50.0,0.98,0.97,1.0
whole_grains,T2DM,35-39,100.0,0.96,0.94,0.99
whole_grains,T2DM,35-39,150.0,0.94,0.91,0.98
whole_grains,T2DM,40-44,0.0,1.0,1.0,1.0
whole_grains,T2DM,40-44,50.0,0.98,0.97,1.0
whole_grains,T2DM,40-44,100.0,0.96,0.94,0.99
whole_grains,T2DM,40-44,150.0,0.94,0.91,0.98
whole_grains,T2DM,45-49,0.0,1.0,1.0,1.0
whole_grains,T2DM,45-49,50.0,0.98,0.97,1.0
whole_grains,T2DM,45-49,100.0,0.96,0.94,0.99
whole_grains,T2DM,45-49,150.0,0.94,0.91,0.98
whole_grains,T2DM,50-54,0.0,1.0,1.0,1.0
whole_grains,T2DM,50-54,50.0,0.98,0.97,1.0
whole_grains,T2DM,50-54,100.0,0.96,0.94,0.99
whole_grains,T2DM,50-54,150.0,0.94,0.91,0.98
whole_grains,T2DM,55-59,0.0,1.0,1.0,1.0
whole_grains,T2DM,55-59,50.0,0.98,0.97,1.0
whole_grains,T2DM,55-59,100.0,0.96,0.94,0.99
whole_grains,T2DM,55-59,150.0,0.94,0.91,0.98
whole_grains,T2DM,60-64,0.0,1.0,1.0,1.0
whole_grains,T2DM,60-64,50.0,0.98,0.97,1.0
whole_grains,T2DM,60-64,100.0,0.96,0.94,0.99
whole_grains,T2DM,60-64,150.0,0.94,0.91,0.98
whole_grains,T2DM,65-69,0.0,1.0,1.0,1.0
whole_grains,T2DM,65-69,50.0,0.98,0.97,1.0
whole_grains,T2DM,65-69,100.0,0.96,0.94,0.99
whole_grains,T2DM,65-69,150.0,0.94,0.91,0.98
whole_grains,T2DM,70-74,0.0,1.0,1.0,1.0
whole_grains,T2DM,70-74,50.0,0.98,0.97,1.0
whole_grains,T2DM,70-74,100.0,0.96,0.94,0.99
whole_grains,T2DM,70-74,150.0,0.94,0.91,0.98
whole_grains,T2DM,75-79,0.0,1.0,1.0,1.0
whole_grains,T2DM,75-79,50.0,0.98,0.97,1.0
whole_grains,T2DM,75-79,100.0,0.96,0.94,0.99
whole_grains,T2DM,75-79,150.0,0.94,0.91,0.98
whole_grains,T2DM,80-84,0.0,1.0,1.0,1.0
whole_grains,T2DM,80-84,50.0,0.98,0.97,1.0
whole_grains,T2DM,80-84,100.0,0.96,0.94,0.99
whole_grains,T2DM,80-84,150.0,0.94,0.91,0.98
whole_grains,T2DM,85-89,0.0,1.0,1.0,1.0
whole_grains,T2DM,85-89,50.0,0.98,0.97,1.0
whole_grains,T2DM,85-89,100.0,0.96,0.94,0.99
whole_grains,T2DM,85-89,150.0,0.94,0.91,0.98
whole_grains,T2DM,90-94,0.0,1.0,1.0,1.0
whole_grains,T2DM,90-94,50.0,0.98,0.97,1.0
whole_grains,T2DM,90-94,100.0,0.96,0.94,0.99
whole_grains,T2DM,90-94,150.0,0.94,0.91,0.98
whole_grains,T2DM,95+,0.0,1.0,1.0,1.0
whole_grains,T2DM,95+,50.0,0.98,0.97,1.0
whole_grains,T2DM,95+,100.0,0.96,0.94,0.99
whole_grains,T2DM,95+,150.0,0.94,0.91,0.98
