age,sex,country,population
5-9,male,KGZ,386684.0
10-14,male,KGZ,313102.0
15-19,male,KGZ,262870.0
20-24,male,KGZ,277080.0
25-29,male,KGZ,278019.0
30-34,male,KGZ,242974.0
35-39,male,KGZ,188185.0
40-44,male,KGZ,173751.0
45-49,male,KGZ,170950.0
50-54,male,KGZ,157796.0
55-59,male,KGZ,145237.0
60-64,male,KGZ,108843.0
65-69,male,KGZ,69351.0
70-74,male,KGZ,37735.0
75-79,male,KGZ,18841.0
80-84,male,KGZ,15287.0
85-89,male,KGZ,5218.0
90-94,male,KGZ,899.0
95+,male,KGZ,44.0
all-a,male,KGZ,3258895.0
<1,female,KHM,176723.40000000002
1-4,female,KHM,706893.6
5-9,female,KHM,828013.0
10-14,female,KHM,820939.0
15-19,female,KHM,729604.0
20-24,female,KHM,687203.0
25-29,female,KHM,734355.0
30-34,female,KHM,700424.0
35-39,female,KHM,653254.0
40-44,female,KHM,458001.0
45-49,female,KHM,394334.0
50-54,female,KHM,397395.0
55-59,female,KHM,354922.0
60-64,female,KHM,294140.0
65-69,female,KHM,227447.0
70-74,female,KHM,149244.0
75-79,female,KHM,90920.0
80-84,female,KHM,49738.0
85-89,female,KHM,20309.0
90-94,female,KHM,4239.0
95+,female,KHM,664.0
all-a,female,KHM,8478762.0
<1,male,KHM,184906.80000000002
1-4,male,KHM,739627.2
5-9,male,KHM,862168.0
10-14,male,KHM,861239.0
15-19,male,KHM,745743.0
20-24,male,KHM,666709.0
25-29,male,KHM,712445.0
30-34,male,KHM,681478.0
35-39,male,KHM,636500.0
40-44,male,KHM,444367.0
45-49,male,KHM,365570.0
50-54,male,KHM,353286.0
55-59,male,KHM,300416.0
60-64,male,KHM,211142.0
65-69,male,KHM,148885.0
70-74,male,KHM,98262.0
75-79,male,KHM,57500.0
80-84,male,KHM,29045.0
85-89,male,KHM,10851.0
90-94,male,KHM,1967.0
95+,male,KHM,236.0
all-a,male,KHM,8112343.0
<1,female,KOR,178242.40000000002
1-4,female,KOR,712969.6
5-9,female,KOR,1108363.0
10-14,female,KOR,1087856.0
15-19,female,KOR,1260837.0
20-24,female,KOR,1614620.0
25-29,female,KOR,1677766.0
30-34,female,KOR,1558272.0
35-39,female,KOR,1914067.0
40-44,female,KOR,1885519.0
45-49,female,KOR,2176821.0
50-54,female,KOR,2155955.0
55-59,female,KOR,2138018.0
60-64,female,KOR,1889766.0
65-69,female,KOR,1313980.0
70-74,female,KOR,1038415.9999999999
75-79,female,KOR,920441.0
80-84,female,KOR,681227.0
85-89,female,KOR,395373.0
90-94,female,KOR,162495.0
95+,female,KOR,51555.0
all-a,female,KOR,25922559.0
<1,male,KOR,187737.40000000002
1-4,male,KOR,750949.6
5-9,male,KOR,1169210.0
10-14,male,KOR,1159019.0
15-19,male,KOR,1364333.0
20-24,male,KOR,1790904.0
25-29,male,KOR,1925914.0
30-34,male,KOR,1731648.0
35-39,male,KOR,2045056.0
40-44,male,KOR,1971935.0
45-49,male,KOR,2247942.0
50-54,male,KOR,2170496.0
55-59,male,KOR,2138059.0
60-64,male,KOR,1832002.0
65-69,male,KOR,1217773.0
70-74,male,KOR,903442.0
75-79,male,KOR,677575.0
80-84,male,KOR,398826.0
85-89,male,KOR,169206.0
90-94,male,KOR,43851.0
95+,male,KOR,7362.0
all-a,male,KOR,25903240.0
<1,female,LAO,78986.0
1-4,female,LAO,315944.0
5-9,female,LAO,374832.0
10-14,female,LAO,367354.0
15-19,female,LAO,357901.0
20-24,female,LAO,350828.0
25-29,female,LAO,329305.0
30-34,female,LAO,296776.0
35-39,female,LAO,246881.0
40-44,female,LAO,202721.0
45-49,female,LAO,170885.0
50-54,female,LAO,148104.0
55-59,female,LAO,125193.0
60-64,female,LAO,94248.0
65-69,female,LAO,66298.0
70-74,female,LAO,44560.0
75-79,female,LAO,28478.0
80-84,female,LAO,15686.0
85-89,female,LAO,7194.0
90-94,female,LAO,2354.0
95+,female,LAO,722.0
all-a,female,LAO,3625250.0
<1,male,LAO,82384.40000000001
1-4,male,LAO,329537.6
5-9,male,LAO,388971.0
10-14,male,LAO,378904.0
15-19,male,LAO,367311.0
20-24,male,LAO,359222.0
25-29,male,LAO,333487.0
30-34,male,LAO,303755.0
35-39,male,LAO,254379.0
40-44,male,LAO,206906.0
45-49,male,LAO,171399.0
50-54,male,LAO,142372.0
55-59,male,LAO,117090.0
60-64,male,LAO,89883.0
65-69,male,LAO,61778.0
70-74,male,LAO,38335.0
75-79,male,LAO,22437.0
80-84,male,LAO,11902.0
85-89,male,LAO,5147.0
90-94,male,LAO,1540.0
95+,male,LAO,392.0
all-a,male,LAO,3667132.0
<1,female,LBN,47629.4
1-4,female,LBN,190517.6
5-9,female,LBN,279878.0
10-14,female,LBN,259603.0
15-19,female,LBN,239212.0
20-24,female,LBN,226233.0
25-29,female,LBN,210627.0
30-34,female,LBN,196504.0
35-39,female,LBN,192884.0
40-44,female,LBN,180062.0
45-49,female,LBN,173292.0
50-54,female,LBN,174387.0
55-59,female,LBN,148187.0
60-64,female,LBN,125743.0
65-69,female,LBN,91566.0
70-74,female,LBN,73758.0
75-79,female,LBN,53227.0
80-84,female,LBN,37397.0
85-89,female,LBN,20075.0
90-94,female,LBN,7312.0
95+,female,LBN,1413.0
all-a,female,LBN,2929507.0
<1,male,LBN,50649.8
1-4,male,LBN,202599.2
5-9,male,LBN,292539.0
10-14,male,LBN,277909.0
15-19,male,LBN,264373.0
20-24,male,LBN,228602.0
25-29,male,LBN,172389.0
30-34,male,LBN,171525.0
35-39,male,LBN,173615.0
40-44,male,LBN,153688.0
45-49,male,LBN,152240.0
50-54,male,LBN,155704.0
55-59,male,LBN,134224.0
60-64,male,LBN,108785.0
65-69,male,LBN,89840.0
70-74,male,LBN,65792.0
75-79,male,LBN,35902.0
80-84,male,LBN,22613.0
85-89,male,LBN,10562.0
90-94,male,LBN,2917.0
95+,male,LBN,360.0
all-a,male,LBN,2766828.0
<1,female,LBR,73893.8
1-4,female,LBR,295575.2
5-9,female,LBR,352287.0
10-14,female,LBR,324380.0
15-19,female,LBR,273227.0
20-24,female,LBR,224364.0
25-29,female,LBR,185705.0
30-34,female,LBR,166205.0
35-39,female,LBR,146873.0
40-44,female,LBR,123097.0
45-49,female,LBR,98846.0
50-54,female,LBR,83014.0
55-59,female,LBR,67433.0
60-64,female,LBR,51748.0
65-69,female,LBR,37447.0
70-74,female,LBR,25060.0
75-79,female,LBR,15584.0
80-84,female,LBR,7071.0
85-89,female,LBR,2178.0
90-94,female,LBR,394.0
95+,female,LBR,20.0
all-a,female,LBR,2554402.0
<1,male,LBR,75867.0
1-4,male,LBR,303468.0
5-9,male,LBR,361054.0
10-14,male,LBR,331597.0
15-19,male,LBR,277860.0
20-24,male,LBR,226226.0
25-29,male,LBR,184913.0
30-34,male,LBR,164427.0
35-39,male,LBR,144336.0
40-44,male,LBR,119448.0
45-49,male,LBR,93001.0
50-54,male,LBR,75478.0
55-59,male,LBR,60385.0
60-64,male,LBR,45583.0
65-69,male,LBR,32219.0
70-74,male,LBR,21759.0
75-79,male,LBR,13634.0
80-84,male,LBR,6217.0
85-89,male,LBR,1951.0
90-94,male,LBR,355.0
95+,male,LBR,19.0
all-a,male,LBR,2539797.0
<1,female,LBY,66606.40000000001
1-4,female,LBY,266425.6
5-9,female,LBY,345639.0
10-14,female,LBY,331242.0
15-19,female,LBY,300394.0
20-24,female,LBY,272069.0
25-29,female,LBY,255608.0
30-34,female,LBY,261279.99999999997
35-39,female,LBY,270870.0
40-44,female,LBY,268736.0
45-49,female,LBY,231196.0
50-54,female,LBY,178994.0
55-59,female,LBY,128049.0
60-64,female,LBY,83342.0
65-69,female,LBY,62066.0
70-74,female,LBY,46969.0
75-79,female,LBY,31270.0
80-84,female,LBY,19669.0
85-89,female,LBY,9530.0
90-94,female,LBY,2847.0
95+,female,LBY,491.0
all-a,female,LBY,3433293.0
<1,male,LBY,70232.40000000001
1-4,male,LBY,280929.6
5-9,male,LBY,364425.0
10-14,male,LBY,352041.0
15-19,male,LBY,316925.0
20-24,male,LBY,284651.0
25-29,male,LBY,270142.0
30-34,male,LBY,275022.0
35-39,male,LBY,287435.0
40-44,male,LBY,282249.0
45-49,male,LBY,241867.0
50-54,male,LBY,178698.0
55-59,male,LBY,127431.0
60-64,male,LBY,82041.0
65-69,male,LBY,55433.0
70-74,male,LBY,40474.0
75-79,male,LBY,30503.0
80-84,male,LBY,17000.0
85-89,male,LBY,6703.0
90-94,male,LBY,1569.0
95+,male,LBY,215.0
all-a,male,LBY,3565986.0
<1,female,LKA,165020.2
1-4,female,LKA,660080.8
5-9,female,LKA,874282.0
10-14,female,LKA,900223.0
15-19,female,LKA,860228.0
20-24,female,LKA,826515.0
25-29,female,LKA,826920.0
30-34,female,LKA,808637.0
35-39,female,LKA,851376.0
40-44,female,LKA,804183.0
45-49,female,LKA,703857.0
50-54,female,LKA,689361.0
55-59,female,LKA,653921.0
60-64,female,LKA,594213.0
65-69,female,LKA,507608.0
70-74,female,LKA,393379.0
75-79,female,LKA,241533.0
80-84,female,LKA,137060.0
85-89,female,LKA,71305.0
90-94,female,LKA,22467.0
95+,female,LKA,4334.0
all-a,female,LKA,11596503.0
<1,male,LKA,171937.0
1-4,male,LKA,687748.0
5-9,male,LKA,905255.0
10-14,male,LKA,920188.0
15-19,male,LKA,881815.0
20-24,male,LKA,842731.0
25-29,male,LKA,804005.0
30-34,male,LKA,750611.0
35-39,male,LKA,796333.0
40-44,male,LKA,757996.0
45-49,male,LKA,659766.0
50-54,male,LKA,634533.0
55-59,male,LKA,578871.0
60-64,male,LKA,506176.0
65-69,male,LKA,408009.0
70-74,male,LKA,291491.0
75-79,male,LKA,162815.0
80-84,male,LKA,83073.0
85-89,male,LKA,36374.0
90-94,male,LKA,10239.0
95+,male,LKA,1534.0
all-a,male,LKA,10891500.0
<1,female,LSO,27854.800000000003
1-4,female,LSO,111419.2
5-9,female,LSO,135465.0
10-14,female,LSO,123072.0
15-19,female,LSO,115348.0
20-24,female,LSO,107086.0
25-29,female,LSO,106619.0
30-34,female,LSO,102446.0
35-39,female,LSO,78522.0
40-44,female,LSO,52602.0
45-49,female,LSO,35942.0
50-54,female,LSO,32634.999999999996
55-59,female,LSO,30886.0
60-64,female,LSO,26778.0
65-69,female,LSO,19847.0
70-74,female,LSO,14247.0
75-79,female,LSO,9380.0
80-84,female,LSO,6493.0
85-89,female,LSO,3144.0
90-94,female,LSO,1054.0
95+,female,LSO,245.0
all-a,female,LSO,1141085.0
<1,male,LSO,28240.4
1-4,male,LSO,112961.6
5-9,male,LSO,136547.0
10-14,male,LSO,123598.0
15-19,male,LSO,115153.0
20-24,male,LSO,105382.0
25-29,male,LSO,103559.0
30-34,male,LSO,98249.0
35-39,male,LSO,73797.0
40-44,male,LSO,49933.0
45-49,male,LSO,34352.0
50-54,male,LSO,27799.0
55-59,male,LSO,23142.0
60-64,male,LSO,18639.0
65-69,male,LSO,11659.0
70-74,male,LSO,7864.0
75-79,male,LSO,5033.0
80-84,male,LSO,3290.0
85-89,male,LSO,1399.0
90-94,male,LSO,353.0
95+,male,LSO,59.0
all-a,male,LSO,1081009.0
<1,female,LTU,14147.400000000001
1-4,female,LTU,56589.6
5-9,female,LTU,70471.0
10-14,female,LTU,64837.99999999999
15-19,female,LTU,63793.0
20-24,female,LTU,74298.0
25-29,female,LTU,87984.0
30-34,female,LTU,88441.0
35-39,female,LTU,81836.0
40-44,female,LTU,86283.0
45-49,female,LTU,99579.0
50-54,female,LTU,105299.0
55-59,female,LTU,117267.0
60-64,female,LTU,111060.0
65-69,female,LTU,92397.0
70-74,female,LTU,80628.0
75-79,female,LTU,74587.0
80-84,female,LTU,64286.0
85-89,female,LTU,38485.0
90-94,female,LTU,15241.0
95+,female,LTU,2972.0
all-a,female,LTU,1490482.0
<1,male,LTU,14973.400000000001
1-4,male,LTU,59893.6
5-9,male,LTU,74050.0
10-14,male,LTU,67818.0
15-19,male,LTU,67142.0
20-24,male,LTU,80073.0
25-29,male,LTU,97400.0
30-34,male,LTU,99014.0
35-39,male,LTU,89956.0
40-44,male,LTU,87983.0
45-49,male,LTU,95885.0
50-54,male,LTU,96014.0
55-59,male,LTU,100457.0
60-64,male,LTU,85651.0
65-69,male,LTU,62145.0
70-74,male,LTU,45852.0
75-79,male,LTU,35826.0
80-84,male,LTU,26339.0
85-89,male,LTU,13236.0
90-94,male,LTU,4199.0
95+,male,LTU,619.0
all-a,male,LTU,1304526.0
<1,female,LUX,3241.2000000000003
1-4,female,LUX,12964.8
5-9,female,LUX,16540.0
10-14,female,LUX,16062.000000000002
15-19,female,LUX,16099.0
20-24,female,LUX,18801.0
25-29,female,LUX,23090.0
30-34,female,LUX,24520.0
35-39,female,LUX,24382.0
40-44,female,LUX,23266.0
45-49,female,LUX,22506.0
50-54,female,LUX,22499.0
55-59,female,LUX,20508.0
60-64,female,LUX,16990.0
65-69,female,LUX,13920.0
70-74,female,LUX,11268.0
75-79,female,LUX,8876.0
80-84,female,LUX,7415.0
85-89,female,LUX,5077.0
90-94,female,LUX,2506.0
95+,female,LUX,696.0
all-a,female,LUX,311227.0
<1,male,LUX,3355.2000000000003
1-4,male,LUX,13420.8
5-9,male,LUX,17451.0
10-14,male,LUX,17042.0
15-19,male,LUX,17241.0
20-24,male,LUX,19745.0
25-29,male,LUX,24493.0
30-34,male,LUX,24906.0
35-39,male,LUX,24768.0
40-44,male,LUX,23781.0
45-49,male,LUX,23617.0
50-54,male,LUX,24485.0
55-59,male,LUX,22030.0
60-64,male,LUX,17485.0
65-69,male,LUX,13585.0
70-74,male,LUX,10808.0
75-79,male,LUX,7420.0
80-84,male,LUX,5292.0
85-89,male,LUX,2944.0
90-94,male,LUX,1036.0
95+,male,LUX,147.0
all-a,male,LUX,315052.0
<1,female,LVA,9914.0
1-4,female,LVA,39656.0
5-9,female,LVA,48144.0
10-14,female,LVA,50192.0
15-19,female,LVA,43658.0
20-24,female,LVA,40191.0
25-29,female,LVA,55842.0
30-34,female,LVA,66592.0
35-39,female,LVA,63831.0
40-44,female,LVA,62670.0
45-49,female,LVA,67759.0
50-54,female,LVA,67055.0
55-59,female,LVA,75105.0
60-64,female,LVA,74390.0
65-69,female,LVA,65923.0
70-74,female,LVA,57707.0
75-79,female,LVA,54994.0
80-84,female,LVA,46420.0
85-89,female,LVA,24815.0
90-94,female,LVA,10194.0
95+,female,LVA,1974.0
all-a,female,LVA,1027026.0
<1,male,LVA,10698.0
1-4,male,LVA,42792.0
5-9,male,LVA,51482.0
10-14,male,LVA,52313.0
15-19,male,LVA,45871.0
20-24,male,LVA,43799.0
25-29,male,LVA,59709.0
30-34,male,LVA,71198.0
35-39,male,LVA,66536.0
40-44,male,LVA,61424.0
45-49,male,LVA,64158.0
50-54,male,LVA,60653.0
55-59,male,LVA,63178.0
60-64,male,LVA,57441.0
65-69,male,LVA,43884.0
70-74,male,LVA,32665.999999999996
75-79,male,LVA,25191.0
80-84,male,LVA,17739.0
85-89,male,LVA,7507.0
90-94,male,LVA,2478.0
95+,male,LVA,357.0
all-a,male,LVA,881074.0
<1,female,MAR,319138.0
1-4,female,MAR,1276552.0
5-9,female,MAR,1634437.0
10-14,female,MAR,1582178.0
15-19,female,MAR,1457838.0
20-24,female,MAR,1426588.0
25-29,female,MAR,1449175.0
30-34,female,MAR,1428154.0
35-39,female,MAR,1344511.0
40-44,female,MAR,1210162.0
45-49,female,MAR,1064384.0
50-54,female,MAR,951103.0
55-59,female,MAR,854746.0
60-64,female,MAR,702150.0
65-69,female,MAR,522260.99999999994
70-74,female,MAR,354616.0
75-79,female,MAR,237857.0
80-84,female,MAR,128061.0
85-89,female,MAR,53939.0
90-94,female,MAR,14426.0
95+,female,MAR,1899.0
all-a,female,MAR,18014175.0
<1,male,MAR,334166.4
1-4,male,MAR,1336665.6
5-9,male,MAR,1725676.0
10-14,male,MAR,1663701.0
15-19,male,MAR,1536762.0
20-24,male,MAR,1495511.0
25-29,male,MAR,1512734.0
30-34,male,MAR,1462667.0
35-39,male,MAR,1353999.0
40-44,male,MAR,1204226.0
45-49,male,MAR,1066265.0
50-54,male,MAR,935881.0
55-59,male,MAR,842594.0
60-64,male,MAR,727085.0
65-69,male,MAR,537916.0
70-74,male,MAR,321132.0
75-79,male,MAR,183409.0
80-84,male,MAR,93732.0
85-89,male,MAR,36645.0
90-94,male,MAR,8175.000000000001
95+,male,MAR,816.0
all-a,male,MAR,18379758.0
<1,female,MDA,20529.600000000002
1-4,female,MDA,82118.4
5-9,female,MDA,105333.0
10-14,female,MDA,95520.0
15-19,female,MDA,81766.0
20-24,female,MDA,83942.0
25-29,female,MDA,111334.0
30-34,female,MDA,129896.99999999999
35-39,female,MDA,117036.0
40-44,female,MDA,106580.0
45-49,female,MDA,102368.0
50-54,female,MDA,100296.0
55-59,female,MDA,121213.0
60-64,female,MDA,125317.0
65-69,female,MDA,109992.0
70-74,female,MDA,65348.0
75-79,female,MDA,46033.0
80-84,female,MDA,34226.0
85-89,female,MDA,16952.0
90-94,female,MDA,6194.0
95+,female,MDA,1930.0
all-a,female,MDA,1663925.0
<1,male,MDA,21815.0
1-4,male,MDA,87260.0
5-9,male,MDA,109661.0
10-14,male,MDA,92861.0
15-19,male,MDA,80529.0
20-24,male,MDA,80639.0
25-29,male,MDA,106571.0
30-34,male,MDA,128449.00000000001
35-39,male,MDA,110409.0
40-44,male,MDA,95546.0
45-49,male,MDA,88162.0
50-54,male,MDA,83108.0
55-59,male,MDA,95149.0
60-64,male,MDA,91843.0
65-69,male,MDA,72124.0
70-74,male,MDA,39122.0
75-79,male,MDA,22677.0
80-84,male,MDA,13175.0
85-89,male,MDA,5289.0
90-94,male,MDA,1408.0
95+,male,MDA,228.0
all-a,male,MDA,1426025.0
<1,female,MDG,420971.4
1-4,female,MDG,1683885.6
5-9,female,MDG,1888068.0
10-14,female,MDG,1725792.0
15-19,female,MDG,1543371.0
20-24,female,MDG,1384415.0
25-29,female,MDG,1123324.0
30-34,female,MDG,911368.0
35-39,female,MDG,783206.0
40-44,female,MDG,673941.0
45-49,female,MDG,554447.0
50-54,female,MDG,435899.0
55-59,female,MDG,352379.0
60-64,female,MDG,285638.0
65-69,female,MDG,216282.0
70-74,female,MDG,126547.0
75-79,female,MDG,74145.0
80-84,female,MDG,40915.0
85-89,female,MDG,16488.0
90-94,female,MDG,4089.0000000000005
95+,female,MDG,597.0
all-a,female,MDG,14245768.0
<1,male,MDG,433531.0
1-4,male,MDG,1734124.0
5-9,male,MDG,1935842.0
10-14,male,MDG,1760017.0
15-19,male,MDG,1570240.0
20-24,male,MDG,1404816.0
25-29,male,MDG,1135465.0
30-34,male,MDG,918403.0
35-39,male,MDG,783359.0
40-44,male,MDG,669547.0
45-49,male,MDG,547257.0
50-54,male,MDG,425579.0
55-59,male,MDG,338443.0
60-64,male,MDG,268544.0
65-69,male,MDG,197810.0
70-74,male,MDG,109011.0
75-79,male,MDG,59782.0
80-84,male,MDG,32478.0
85-89,male,MDG,12771.0
90-94,male,MDG,2870.0
95+,male,MDG,336.0
all-a,male,MDG,14340225.0
<1,female,MEX,1037797.4
1-4,female,MEX,4151189.6
5-9,female,MEX,5536780.0
10-14,female,MEX,5511394.0
15-19,female,MEX,5558540.0
20-24,female,MEX,5388679.0
25-29,female,MEX,5371825.0
30-34,female,MEX,5031383.0
35-39,female,MEX,4723724.0
40-44,female,MEX,4412281.0
45-49,female,MEX,4088885.0
50-54,female,MEX,3565360.0
55-59,female,MEX,3014834.0
60-64,female,MEX,2396503.0
65-69,female,MEX,1817098.0
70-74,female,MEX,1341841.0
75-79,female,MEX,937671.0
80-84,female,MEX,598118.0
85-89,female,MEX,292438.0
90-94,female,MEX,100548.0
95+,female,MEX,24414.0
all-a,female,MEX,64901303.0
<1,male,MEX,1075191.2
1-4,male,MEX,4300764.8
5-9,male,MEX,5733532.0
10-14,male,MEX,5696853.0
15-19,male,MEX,5707898.0
20-24,male,MEX,5418499.0
25-29,male,MEX,5207888.0
30-34,male,MEX,4720871.0
35-39,male,MEX,4161590.0
40-44,male,MEX,3783540.0
45-49,male,MEX,3550073.0
50-54,male,MEX,3120302.0
55-59,male,MEX,2624407.0
60-64,male,MEX,2075237.0
65-69,male,MEX,1561280.0
70-74,male,MEX,1127618.0
75-79,male,MEX,760741.0
80-84,male,MEX,472518.0
85-89,male,MEX,237999.0
90-94,male,MEX,91178.0
95+,male,MEX,27647.0
all-a,male,MEX,61455627.0
<1,female,MKD,10333.0
1-4,female,MKD,41332.0
5-9,female,MKD,54896.0
10-14,female,MKD,52429.0
15-19,female,MKD,55168.0
20-24,female,MKD,57639.0
25-29,female,MKD,62050.0
30-34,female,MKD,63908.0
35-39,female,MKD,66447.0
40-44,female,MKD,65939.0
45-49,female,MKD,65285.0
50-54,female,MKD,66123.0
55-59,female,MKD,66341.0
60-64,female,MKD,64552.00000000001
65-69,female,MKD,59700.0
70-74,female,MKD,45703.0
75-79,female,MKD,32058.999999999996
80-84,female,MKD,21598.0
85-89,female,MKD,11145.0
90-94,female,MKD,3305.0
95+,female,MKD,609.0
all-a,female,MKD,966561.0
<1,male,MKD,10877.2
1-4,male,MKD,43508.8
5-9,male,MKD,57023.0
10-14,male,MKD,54249.0
15-19,male,MKD,56592.0
20-24,male,MKD,59852.0
25-29,male,MKD,63753.0
30-34,male,MKD,64080.0
35-39,male,MKD,65824.0
40-44,male,MKD,65123.00000000001
45-49,male,MKD,62294.0
50-54,male,MKD,63298.0
55-59,male,MKD,62964.0
60-64,male,MKD,60625.0
65-69,male,MKD,52130.0
70-74,male,MKD,35212.0
75-79,male,MKD,22828.0
80-84,male,MKD,13140.0
85-89,male,MKD,5131.0
90-94,male,MKD,1020.0
95+,male,MKD,106.0
all-a,male,MKD,919630.0
<1,female,MLI,385931.4
1-4,female,MLI,1543725.6
5-9,female,MLI,1671573.0
10-14,female,MLI,1415737.0
15-19,female,MLI,1147104.0
20-24,female,MLI,897079.0
25-29,female,MLI,738729.0
30-34,female,MLI,631569.0
35-39,female,MLI,538388.0
40-44,female,MLI,431235.0
45-49,female,MLI,321572.0
50-54,female,MLI,238645.0
55-59,female,MLI,184881.0
60-64,female,MLI,149776.0
65-69,female,MLI,120116.0
70-74,female,MLI,85964.0
75-79,female,MLI,55127.0
80-84,female,MLI,22127.0
85-89,female,MLI,6405.0
90-94,female,MLI,931.0
95+,female,MLI,27.0
all-a,female,MLI,10586642.0
<1,male,MLI,394150.80000000005
1-4,male,MLI,1576603.2
5-9,male,MLI,1709493.0
10-14,male,MLI,1451141.0
15-19,male,MLI,1179249.0
20-24,male,MLI,924951.0
25-29,male,MLI,760109.0
30-34,male,MLI,653990.0
35-39,male,MLI,558589.0
40-44,male,MLI,446673.0
45-49,male,MLI,332137.0
50-54,male,MLI,240609.0
55-59,male,MLI,179997.0
60-64,male,MLI,139305.0
65-69,male,MLI,106332.0
70-74,male,MLI,72663.0
75-79,male,MLI,44371.0
80-84,male,MLI,17424.0
85-89,male,MLI,4766.0
90-94,male,MLI,576.0
95+,male,MLI,10.0
all-a,male,MLI,10793139.0
<1,female,MLT,2311.0
1-4,female,MLT,9244.0
5-9,female,MLT,11225.0
10-14,female,MLT,10526.0
15-19,female,MLT,10799.0
20-24,female,MLT,14924.0
25-29,female,MLT,21147.0
30-34,female,MLT,21224.0
35-39,female,MLT,19215.0
40-44,female,MLT,17459.0
45-49,female,MLT,15083.0
50-54,female,MLT,13512.0
55-59,female,MLT,15007.0
60-64,female,MLT,15500.0
65-69,female,MLT,14408.0
70-74,female,MLT,14774.0
75-79,female,MLT,9009.0
80-84,female,MLT,6990.0
85-89,female,MLT,4255.0
90-94,female,MLT,1523.0
95+,female,MLT,646.0
all-a,female,MLT,248781.0
<1,male,MLT,2473.8
1-4,male,MLT,9895.2
5-9,male,MLT,12117.0
10-14,male,MLT,11355.0
15-19,male,MLT,11343.0
20-24,male,MLT,17851.0
25-29,male,MLT,25032.0
30-34,male,MLT,25498.0
35-39,male,MLT,22940.0
40-44,male,MLT,20338.0
45-49,male,MLT,17165.0
50-54,male,MLT,14786.0
55-59,male,MLT,15838.0
60-64,male,MLT,15615.0
65-69,male,MLT,14036.0
70-74,male,MLT,13563.0
75-79,male,MLT,7590.0
80-84,male,MLT,5059.0
85-89,male,MLT,2333.0
90-94,male,MLT,742.0
95+,male,MLT,175.0
all-a,male,MLT,265745.0
<1,female,MMR,439329.60000000003
1-4,female,MMR,1757318.4
5-9,female,MMR,2141351.0
10-14,female,MMR,2158085.0
15-19,female,MMR,2239659.0
20-24,female,MMR,2200491.0
25-29,female,MMR,2150548.0
30-34,female,MMR,2073565.0
35-39,female,MMR,2024778.0
40-44,female,MMR,1825806.0
45-49,female,MMR,1671709.0
50-54,female,MMR,1500200.0
55-59,female,MMR,1291211.0
60-64,female,MMR,1069976.0
65-69,female,MMR,826247.0
70-74,female,MMR,522631.0
75-79,female,MMR,320928.0
80-84,female,MMR,178922.0
85-89,female,MMR,73141.0
90-94,female,MMR,17263.0
95+,female,MMR,1835.0
all-a,female,MMR,26484994.0
<1,male,MMR,465093.60000000003
1-4,male,MMR,1860374.4
5-9,male,MMR,2256211.0
10-14,male,MMR,2264047.0
15-19,male,MMR,2340424.0
20-24,male,MMR,2281602.0
25-29,male,MMR,2211794.0
30-34,male,MMR,2120792.0
35-39,male,MMR,2051911.0
40-44,male,MMR,1827257.0
45-49,male,MMR,1645420.0
50-54,male,MMR,1439567.0
55-59,male,MMR,1192618.0
60-64,male,MMR,935751.0
65-69,male,MMR,671836.0
70-74,male,MMR,395049.0
75-79,male,MMR,223440.0
80-84,male,MMR,110283.0
85-89,male,MMR,39081.0
90-94,male,MMR,7278.0
95+,male,MMR,477.0
all-a,male,MMR,26340306.0
<1,female,MNE,3501.0
1-4,female,MNE,14004.0
5-9,female,MNE,18309.0
10-14,female,MNE,18426.0
15-19,female,MNE,18865.0
20-24,female,MNE,18625.0
25-29,female,MNE,18494.0
30-34,female,MNE,19792.0
35-39,female,MNE,21870.0
40-44,female,MNE,21564.0
45-49,female,MNE,20659.0
50-54,female,MNE,20237.0
55-59,female,MNE,21345.0
60-64,female,MNE,20656.0
65-69,female,MNE,19048.0
70-74,female,MNE,13896.0
75-79,female,MNE,10693.0
80-84,female,MNE,9030.0
85-89,female,MNE,4720.0
90-94,female,MNE,1900.0
95+,female,MNE,456.0
all-a,female,MNE,316090.0
<1,male,MNE,3787.6000000000004
1-4,male,MNE,15150.4
5-9,male,MNE,19698.0
10-14,male,MNE,19448.0
15-19,male,MNE,19362.0
20-24,male,MNE,19153.0
25-29,male,MNE,18999.0
30-34,male,MNE,20043.0
35-39,male,MNE,21487.0
40-44,male,MNE,20062.0
45-49,male,MNE,18758.0
50-54,male,MNE,18866.0
55-59,male,MNE,19300.0
60-64,male,MNE,18990.0
65-69,male,MNE,16175.0
70-74,male,MNE,10086.0
75-79,male,MNE,6687.0
80-84,male,MNE,5023.0
85-89,male,MNE,2025.9999999999998
90-94,male,MNE,537.0
95+,male,MNE,67.0
all-a,male,MNE,293705.0
<1,female,MNG,38330.0
1-4,female,MNG,153320.0
5-9,female,MNG,187455.0
10-14,female,MNG,136764.0
15-19,female,MNG,103647.0
20-24,female,MNG,113900.0
25-29,female,MNG,127992.0
30-34,female,MNG,143579.0
35-39,female,MNG,119437.0
40-44,female,MNG,108141.0
45-49,female,MNG,97346.0
50-54,female,MNG,86951.0
55-59,female,MNG,75277.0
60-64,female,MNG,55415.0
65-69,female,MNG,31249.0
70-74,female,MNG,20809.0
75-79,female,MNG,14708.0
80-84,female,MNG,9160.0
85-89,female,MNG,5241.0
90-94,female,MNG,1823.0
95+,female,MNG,461.0
all-a,female,MNG,1631005.0
