country,sex,cause,age,source_country,death_rate_per_1000
KHM,male,Stroke,30-34,KHM,0.0034000000000000002
KHM,male,Stroke,35-39,KHM,0.0072
KHM,male,Stroke,40-44,KHM,0.016
KHM,male,Stroke,45-49,KHM,0.0519
KHM,male,Stroke,5-9,KHM,0.0002
KHM,male,Stroke,50-54,KHM,0.1418
KHM,male,Stroke,55-59,KHM,0.2956
KHM,male,Stroke,60-64,KHM,0.9636
KHM,male,Stroke,65-69,KHM,1.84
KHM,male,Stroke,70-74,KHM,4.9821
KHM,male,Stroke,75-79,KHM,8.3954
KHM,male,Stroke,80-84,KHM,17.583299999999998
KHM,male,Stroke,85-89,KHM,32.4987
KHM,male,Stroke,90-94,KHM,32.4987
KHM,male,Stroke,95+,KHM,32.4987
KHM,male,Stroke,<1,KHM,0.0037
KHM,male,T2DM,1-4,KHM,0.0011
KHM,male,T2DM,10-14,KHM,0.0014000000000000002
KHM,male,T2DM,15-19,KHM,0.0067
KHM,male,T2DM,20-24,KHM,0.0092
KHM,male,T2DM,25-29,KHM,0.0101
KHM,male,T2DM,30-34,KHM,0.018799999999999997
KHM,male,T2DM,35-39,KHM,0.0373
KHM,male,T2DM,40-44,KHM,0.08470000000000001
KHM,male,T2DM,45-49,KHM,0.1783
KHM,male,T2DM,5-9,KHM,0.0012
KHM,male,T2DM,50-54,KHM,0.4043
KHM,male,T2DM,55-59,KHM,0.6956
KHM,male,T2DM,60-64,KHM,1.13
KHM,male,T2DM,65-69,KHM,1.7167
KHM,male,T2DM,70-74,KHM,2.3115
KHM,male,T2DM,75-79,KHM,2.997
KHM,male,T2DM,80-84,KHM,3.4141000000000004
KHM,male,T2DM,85-89,KHM,5.4616
KHM,male,T2DM,90-94,KHM,5.4616
KHM,male,T2DM,95+,KHM,5.4616
KHM,male,T2DM,<1,KHM,0.005600000000000001
KOR,female,CHD,1-4,KOR,0.0
KOR,female,CHD,10-14,KOR,0.0
KOR,female,CHD,15-19,KOR,0.0002
KOR,female,CHD,20-24,KOR,0.0014000000000000002
KOR,female,CHD,25-29,KOR,0.0059
KOR,female,CHD,30-34,KOR,0.0060999999999999995
KOR,female,CHD,35-39,KOR,0.0121
KOR,female,CHD,40-44,KOR,0.022400000000000003
KOR,female,CHD,45-49,KOR,0.036000000000000004
KOR,female,CHD,5-9,KOR,0.0
KOR,female,CHD,50-54,KOR,0.047
KOR,female,CHD,55-59,KOR,0.0705
KOR,female,CHD,60-64,KOR,0.1352
KOR,female,CHD,65-69,KOR,0.2378
KOR,female,CHD,70-74,KOR,0.5442
KOR,female,CHD,75-79,KOR,1.6100999999999999
KOR,female,CHD,80-84,KOR,4.1936
KOR,female,CHD,85-89,KOR,13.3946
KOR,female,CHD,90-94,KOR,13.3946
KOR,female,CHD,95+,KOR,13.3946
KOR,female,CHD,<1,KOR,0.0
KOR,female,CKD,1-4,KOR,0.0006
KOR,female,CKD,10-14,KOR,0.0
KOR,female,CKD,15-19,KOR,0.0009
KOR,female,CKD,20-24,KOR,0.0018
KOR,female,CKD,25-29,KOR,0.0011
KOR,female,CKD,30-34,KOR,0.0022
KOR,female,CKD,35-39,KOR,0.0072
KOR,female,CKD,40-44,KOR,0.0103
KOR,female,CKD,45-49,KOR,0.018000000000000002
KOR,female,CKD,5-9,KOR,0.0
KOR,female,CKD,50-54,KOR,0.0283
KOR,female,CKD,55-59,KOR,0.050600000000000006
KOR,female,CKD,60-64,KOR,0.0887
KOR,female,CKD,65-69,KOR,0.17160000000000003
KOR,female,CKD,70-74,KOR,0.36069999999999997
KOR,female,CKD,75-79,KOR,0.9105
KOR,female,CKD,80-84,KOR,1.9828000000000001
KOR,female,CKD,85-89,KOR,4.8803
KOR,female,CKD,90-94,KOR,4.8803
KOR,female,CKD,95+,KOR,4.8803
KOR,female,CKD,<1,KOR,0.004
KOR,female,CRC,1-4,KOR,0.0
KOR,female,CRC,10-14,KOR,0.0
KOR,female,CRC,15-19,KOR,0.0
KOR,female,CRC,20-24,KOR,0.0
KOR,female,CRC,25-29,KOR,0.0040999999999999995
KOR,female,CRC,30-34,KOR,0.0052
KOR,female,CRC,35-39,KOR,0.017
KOR,female,CRC,40-44,KOR,0.0263
KOR,female,CRC,45-49,KOR,0.0496
KOR,female,CRC,5-9,KOR,0.0
KOR,female,CRC,50-54,KOR,0.0848
KOR,female,CRC,55-59,KOR,0.113
KOR,female,CRC,60-64,KOR,0.1319
KOR,female,CRC,65-69,KOR,0.20800000000000002
KOR,female,CRC,70-74,KOR,0.33270000000000005
KOR,female,CRC,75-79,KOR,0.6225
KOR,female,CRC,80-84,KOR,1.3865
KOR,female,CRC,85-89,KOR,2.4642
KOR,female,CRC,90-94,KOR,2.4642
KOR,female,CRC,95+,KOR,2.4642
KOR,female,CRC,<1,KOR,0.0
KOR,female,HaemorrhagicStroke,1-4,KOR,0.0006
KOR,female,HaemorrhagicStroke,10-14,KOR,0.0017000000000000001
KOR,female,HaemorrhagicStroke,15-19,KOR,0.0031
KOR,female,HaemorrhagicStroke,20-24,KOR,0.0026
KOR,female,HaemorrhagicStroke,25-29,KOR,0.0058
KOR,female,HaemorrhagicStroke,30-34,KOR,0.0134
KOR,female,HaemorrhagicStroke,35-39,KOR,0.022400000000000003
KOR,female,HaemorrhagicStroke,40-44,KOR,0.0361
KOR,female,HaemorrhagicStroke,45-49,KOR,0.0593
KOR,female,HaemorrhagicStroke,5-9,KOR,0.001
KOR,female,HaemorrhagicStroke,50-54,KOR,0.0849
KOR,female,HaemorrhagicStroke,55-59,KOR,0.12
KOR,female,HaemorrhagicStroke,60-64,KOR,0.15289999999999998
KOR,female,HaemorrhagicStroke,65-69,KOR,0.2316
KOR,female,HaemorrhagicStroke,70-74,KOR,0.3389
KOR,female,HaemorrhagicStroke,75-79,KOR,0.8127
KOR,female,HaemorrhagicStroke,80-84,KOR,1.4051
KOR,female,HaemorrhagicStroke,85-89,KOR,2.8785000000000003
KOR,female,HaemorrhagicStroke,90-94,KOR,2.8785000000000003
KOR,female,HaemorrhagicStroke,95+,KOR,2.8785000000000003
KOR,female,HaemorrhagicStroke,<1,KOR,0.0048
KOR,female,StomachCancer,1-4,KOR,0.0
KOR,female,StomachCancer,10-14,KOR,0.0
KOR,female,StomachCancer,15-19,KOR,0.0
KOR,female,StomachCancer,20-24,KOR,0.003
KOR,female,StomachCancer,25-29,KOR,0.0089
KOR,female,StomachCancer,30-34,KOR,0.013999999999999999
KOR,female,StomachCancer,35-39,KOR,0.035699999999999996
KOR,female,StomachCancer,40-44,KOR,0.0458
KOR,female,StomachCancer,45-49,KOR,0.0679
KOR,female,StomachCancer,5-9,KOR,0.0
KOR,female,StomachCancer,50-54,KOR,0.0794
KOR,female,StomachCancer,55-59,KOR,0.08259999999999999
KOR,female,StomachCancer,60-64,KOR,0.094
KOR,female,StomachCancer,65-69,KOR,0.1272
KOR,female,StomachCancer,70-74,KOR,0.1721
KOR,female,StomachCancer,75-79,KOR,0.43450000000000005
KOR,female,StomachCancer,80-84,KOR,0.8315
KOR,female,StomachCancer,85-89,KOR,1.5514
KOR,female,StomachCancer,90-94,KOR,1.5514
KOR,female,StomachCancer,95+,KOR,1.5514
KOR,female,StomachCancer,<1,KOR,0.0
KOR,female,Stroke,1-4,KOR,0.0001
KOR,female,Stroke,10-14,KOR,0.0002
KOR,female,Stroke,15-19,KOR,0.0004
KOR,female,Stroke,20-24,KOR,0.0004
KOR,female,Stroke,25-29,KOR,0.0009
KOR,female,Stroke,30-34,KOR,0.0021
KOR,female,Stroke,35-39,KOR,0.0026
KOR,female,Stroke,40-44,KOR,0.0037
KOR,female,Stroke,45-49,KOR,0.006500000000000001
KOR,female,Stroke,5-9,KOR,0.0001
KOR,female,Stroke,50-54,KOR,0.010700000000000001
KOR,female,Stroke,55-59,KOR,0.0229
KOR,female,Stroke,60-64,KOR,0.0537
KOR,female,Stroke,65-69,KOR,0.1125
KOR,female,Stroke,70-74,KOR,0.3329
KOR,female,Stroke,75-79,KOR,1.06
KOR,female,Stroke,80-84,KOR,3.1430000000000002
KOR,female,Stroke,85-89,KOR,8.539299999999999
KOR,female,Stroke,90-94,KOR,8.539299999999999
KOR,female,Stroke,95+,KOR,8.539299999999999
KOR,female,Stroke,<1,KOR,0.0001
KOR,female,T2DM,1-4,KOR,0.0001
KOR,female,T2DM,10-14,KOR,0.0009
KOR,female,T2DM,15-19,KOR,0.0008
KOR,female,T2DM,20-24,KOR,0.0027
KOR,female,T2DM,25-29,KOR,0.0023
KOR,female,T2DM,30-34,KOR,0.0022
KOR,female,T2DM,35-39,KOR,0.0034000000000000002
KOR,female,T2DM,40-44,KOR,0.0084
KOR,female,T2DM,45-49,KOR,0.0101
KOR,female,T2DM,5-9,KOR,0.0
KOR,female,T2DM,50-54,KOR,0.0172
KOR,female,T2DM,55-59,KOR,0.0275
KOR,female,T2DM,60-64,KOR,0.0467
KOR,female,T2DM,65-69,KOR,0.0947
KOR,female,T2DM,70-74,KOR,0.2079
KOR,female,T2DM,75-79,KOR,0.5719
KOR,female,T2DM,80-84,KOR,1.1928
KOR,female,T2DM,85-89,KOR,2.1953
KOR,female,T2DM,90-94,KOR,2.1953
KOR,female,T2DM,95+,KOR,2.1953
KOR,female,T2DM,<1,KOR,0.0009
KOR,male,CHD,1-4,KOR,0.0
KOR,male,CHD,10-14,KOR,0.0001
KOR,male,CHD,15-19,KOR,0.0011
KOR,male,CHD,20-24,KOR,0.0054
KOR,male,CHD,25-29,KOR,0.0161
KOR,male,CHD,30-34,KOR,0.0404
KOR,male,CHD,35-39,KOR,0.0557
KOR,male,CHD,40-44,KOR,0.1275
KOR,male,CHD,45-49,KOR,0.20559999999999998
KOR,male,CHD,5-9,KOR,0.0011
KOR,male,CHD,50-54,KOR,0.3371
KOR,male,CHD,55-59,KOR,0.5155
KOR,male,CHD,60-64,KOR,0.6603
KOR,male,CHD,65-69,KOR,0.9255
KOR,male,CHD,70-74,KOR,1.4159
KOR,male,CHD,75-79,KOR,2.9295
KOR,male,CHD,80-84,KOR,5.6409
KOR,male,CHD,85-89,KOR,13.62
KOR,male,CHD,90-94,KOR,13.62
KOR,male,CHD,95+,KOR,13.62
KOR,male,CHD,<1,KOR,0.0
KOR,male,CKD,1-4,KOR,0.0006
KOR,male,CKD,10-14,KOR,0.0
KOR,male,CKD,15-19,KOR,0.0009000000000000001
KOR,male,CKD,20-24,KOR,0.0009000000000000001
KOR,male,CKD,25-29,KOR,0.0043
KOR,male,CKD,30-34,KOR,0.0061
KOR,male,CKD,35-39,KOR,0.0108
KOR,male,CKD,40-44,KOR,0.0142
KOR,male,CKD,45-49,KOR,0.0378
KOR,male,CKD,5-9,KOR,0.0
KOR,male,CKD,50-54,KOR,0.0747
KOR,male,CKD,55-59,KOR,0.11779999999999999
KOR,male,CKD,60-64,KOR,0.20129999999999998
KOR,male,CKD,65-69,KOR,0.3318
KOR,male,CKD,70-74,KOR,0.648
KOR,male,CKD,75-79,KOR,1.3568
KOR,male,CKD,80-84,KOR,2.8453
KOR,male,CKD,85-89,KOR,6.5827
KOR,male,CKD,90-94,KOR,6.5827
KOR,male,CKD,95+,KOR,6.5827
KOR,male,CKD,<1,KOR,0.0049
KOR,male,CRC,1-4,KOR,0.0
KOR,male,CRC,10-14,KOR,0.0
KOR,male,CRC,15-19,KOR,0.0017000000000000001
KOR,male,CRC,20-24,KOR,0.0013
KOR,male,CRC,25-29,KOR,0.008
KOR,male,CRC,30-34,KOR,0.0067
KOR,male,CRC,35-39,KOR,0.0137
KOR,male,CRC,40-44,KOR,0.0271
KOR,male,CRC,45-49,KOR,0.0674
KOR,male,CRC,5-9,KOR,0.0
KOR,male,CRC,50-54,KOR,0.1266
KOR,male,CRC,55-59,KOR,0.2353
KOR,male,CRC,60-64,KOR,0.3788
KOR,male,CRC,65-69,KOR,0.5495
KOR,male,CRC,70-74,KOR,0.7504000000000001
KOR,male,CRC,75-79,KOR,1.3112000000000001
KOR,male,CRC,80-84,KOR,2.3042
KOR,male,CRC,85-89,KOR,3.7946
KOR,male,CRC,90-94,KOR,3.7946
KOR,male,CRC,95+,KOR,3.7946
KOR,male,CRC,<1,KOR,0.0
KOR,male,HaemorrhagicStroke,1-4,KOR,0.0007000000000000001
KOR,male,HaemorrhagicStroke,10-14,KOR,0.0046
KOR,male,HaemorrhagicStroke,15-19,KOR,0.0015
KOR,male,HaemorrhagicStroke,20-24,KOR,0.0049
KOR,male,HaemorrhagicStroke,25-29,KOR,0.008199999999999999
KOR,male,HaemorrhagicStroke,30-34,KOR,0.0187
KOR,male,HaemorrhagicStroke,35-39,KOR,0.041100000000000005
KOR,male,HaemorrhagicStroke,40-44,KOR,0.0875
KOR,male,HaemorrhagicStroke,45-49,KOR,0.1232
KOR,male,HaemorrhagicStroke,5-9,KOR,0.001
KOR,male,HaemorrhagicStroke,50-54,KOR,0.19079999999999997
KOR,male,HaemorrhagicStroke,55-59,KOR,0.2563
KOR,male,HaemorrhagicStroke,60-64,KOR,0.2978
KOR,male,HaemorrhagicStroke,65-69,KOR,0.4277
KOR,male,HaemorrhagicStroke,70-74,KOR,0.5943999999999999
KOR,male,HaemorrhagicStroke,75-79,KOR,1.1475
KOR,male,HaemorrhagicStroke,80-84,KOR,1.6782
KOR,male,HaemorrhagicStroke,85-89,KOR,3.0423
KOR,male,HaemorrhagicStroke,90-94,KOR,3.0423
KOR,male,HaemorrhagicStroke,95+,KOR,3.0423
KOR,male,HaemorrhagicStroke,<1,KOR,0.0064
KOR,male,StomachCancer,1-4,KOR,0.0
KOR,male,StomachCancer,10-14,KOR,0.0
KOR,male,StomachCancer,15-19,KOR,0.0
KOR,male,StomachCancer,20-24,KOR,0.0
KOR,male,StomachCancer,25-29,KOR,0.002
KOR,male,StomachCancer,30-34,KOR,0.0087
KOR,male,StomachCancer,35-39,KOR,0.0196
KOR,male,StomachCancer,40-44,KOR,0.0318
KOR,male,StomachCancer,45-49,KOR,0.0668
KOR,male,StomachCancer,5-9,KOR,0.0
KOR,male,StomachCancer,50-54,KOR,0.147
KOR,male,StomachCancer,55-59,KOR,0.23629999999999998
KOR,male,StomachCancer,60-64,KOR,0.3591
KOR,male,StomachCancer,65-69,KOR,0.49729999999999996
KOR,male,StomachCancer,70-74,KOR,0.73
KOR,male,StomachCancer,75-79,KOR,1.2176
KOR,male,StomachCancer,80-84,KOR,2.0611
KOR,male,StomachCancer,85-89,KOR,3.5249
KOR,male,StomachCancer,90-94,KOR,3.5249
KOR,male,StomachCancer,95+,KOR,3.5249
KOR,male,StomachCancer,<1,KOR,0.0
KOR,male,Stroke,1-4,KOR,0.0001
KOR,male,Stroke,10-14,KOR,0.0004
KOR,male,Stroke,15-19,KOR,0.0001
KOR,male,Stroke,20-24,KOR,0.0005
KOR,male,Stroke,25-29,KOR,0.0008
KOR,male,Stroke,30-34,KOR,0.0015
KOR,male,Stroke,35-39,KOR,0.0031
KOR,male,Stroke,40-44,KOR,0.0070999999999999995
KOR,male,Stroke,45-49,KOR,0.0154
KOR,male,Stroke,5-9,KOR,0.0001
KOR,male,Stroke,50-54,KOR,0.0369
KOR,male,Stroke,55-59,KOR,0.07519999999999999
KOR,male,Stroke,60-64,KOR,0.1812
KOR,male,Stroke,65-69,KOR,0.3614
KOR,male,Stroke,70-74,KOR,0.8367
KOR,male,Stroke,75-79,KOR,1.9598
KOR,male,Stroke,80-84,KOR,4.4902999999999995
KOR,male,Stroke,85-89,KOR,9.5916
KOR,male,Stroke,90-94,KOR,9.5916
KOR,male,Stroke,95+,KOR,9.5916
KOR,male,Stroke,<1,KOR,0.0003
KOR,male,T2DM,1-4,KOR,0.0001
KOR,male,T2DM,10-14,KOR,0.0008
KOR,male,T2DM,15-19,KOR,0.0016
KOR,male,T2DM,20-24,KOR,0.0025
KOR,male,T2DM,25-29,KOR,0.0038
KOR,male,T2DM,30-34,KOR,0.0034000000000000002
KOR,male,T2DM,35-39,KOR,0.010700000000000001
KOR,male,T2DM,40-44,KOR,0.0202
KOR,male,T2DM,45-49,KOR,0.0458
KOR,male,T2DM,5-9,KOR,0.0
KOR,male,T2DM,50-54,KOR,0.0746
KOR,male,T2DM,55-59,KOR,0.1352
KOR,male,T2DM,60-64,KOR,0.1666
KOR,male,T2DM,65-69,KOR,0.2615
KOR,male,T2DM,70-74,KOR,0.46049999999999996
KOR,male,T2DM,75-79,KOR,0.9197
KOR,male,T2DM,80-84,KOR,1.5474
KOR,male,T2DM,85-89,KOR,2.5187
KOR,male,T2DM,90-94,KOR,2.5187
KOR,male,T2DM,95+,KOR,2.5187
KOR,male,T2DM,<1,KOR,0.0014000000000000002
LAO,female,CHD,1-4,LAO,0.0
LAO,female,CHD,10-14,LAO,0.0
LAO,female,CHD,15-19,LAO,0.030699999999999998
LAO,female,CHD,20-24,LAO,0.0555
LAO,female,CHD,25-29,LAO,0.0347
LAO,female,CHD,30-34,LAO,0.0583
LAO,female,CHD,35-39,LAO,0.1048
LAO,female,CHD,40-44,LAO,0.22390000000000002
LAO,female,CHD,45-49,LAO,0.41350000000000003
LAO,female,CHD,5-9,LAO,0.0
LAO,female,CHD,50-54,LAO,0.8445
LAO,female,CHD,55-59,LAO,1.5019
LAO,female,CHD,60-64,LAO,2.6787
LAO,female,CHD,65-69,LAO,4.6489
LAO,female,CHD,70-74,LAO,7.3667
LAO,female,CHD,75-79,LAO,11.105599999999999
LAO,female,CHD,80-84,LAO,16.5397
LAO,female,CHD,85-89,LAO,50.6986
LAO,female,CHD,90-94,LAO,50.6986
LAO,female,CHD,95+,LAO,50.6986
LAO,female,CHD,<1,LAO,0.0
LAO,female,CKD,1-4,LAO,0.013900000000000001
LAO,female,CKD,10-14,LAO,0.0218
LAO,female,CKD,15-19,LAO,0.03830000000000001
LAO,female,CKD,20-24,LAO,0.0578
LAO,female,CKD,25-29,LAO,0.0293
LAO,female,CKD,30-34,LAO,0.0388
LAO,female,CKD,35-39,LAO,0.0606
LAO,female,CKD,40-44,LAO,0.1137
LAO,female,CKD,45-49,LAO,0.195
LAO,female,CKD,5-9,LAO,0.006299999999999999
LAO,female,CKD,50-54,LAO,0.3744
LAO,female,CKD,55-59,LAO,0.6214999999999999
LAO,female,CKD,60-64,LAO,0.9513
LAO,female,CKD,65-69,LAO,1.4274
LAO,female,CKD,70-74,LAO,1.9082000000000001
LAO,female,CKD,75-79,LAO,2.4436
LAO,female,CKD,80-84,LAO,2.9739000000000004
LAO,female,CKD,85-89,LAO,7.6956
LAO,female,CKD,90-94,LAO,7.6956
LAO,female,CKD,95+,LAO,7.6956
LAO,female,CKD,<1,LAO,0.041299999999999996
LAO,female,CRC,1-4,LAO,0.0
LAO,female,CRC,10-14,LAO,0.0
LAO,female,CRC,15-19,LAO,0.0
LAO,female,CRC,20-24,LAO,0.0
LAO,female,CRC,25-29,LAO,0.0029
LAO,female,CRC,30-34,LAO,0.006999999999999999
LAO,female,CRC,35-39,LAO,0.0171
LAO,female,CRC,40-44,LAO,0.0375
LAO,female,CRC,45-49,LAO,0.0782
LAO,female,CRC,5-9,LAO,0.0
LAO,female,CRC,50-54,LAO,0.1208
LAO,female,CRC,55-59,LAO,0.19210000000000002
LAO,female,CRC,60-64,LAO,0.2724
LAO,female,CRC,65-69,LAO,0.40090000000000003
LAO,female,CRC,70-74,LAO,0.5607
LAO,female,CRC,75-79,LAO,0.7323999999999999
LAO,female,CRC,80-84,LAO,0.8549
LAO,female,CRC,85-89,LAO,1.5605000000000002
LAO,female,CRC,90-94,LAO,1.5605000000000002
LAO,female,CRC,95+,LAO,1.5605000000000002
LAO,female,CRC,<1,LAO,0.0
LAO,female,HaemorrhagicStroke,1-4,LAO,0.0105
LAO,female,HaemorrhagicStroke,10-14,LAO,0.0144
LAO,female,HaemorrhagicStroke,15-19,LAO,0.0317
LAO,female,HaemorrhagicStroke,20-24,LAO,0.0453
LAO,female,HaemorrhagicStroke,25-29,LAO,0.0271
LAO,female,HaemorrhagicStroke,30-34,LAO,0.047599999999999996
LAO,female,HaemorrhagicStroke,35-39,LAO,0.1051
LAO,female,HaemorrhagicStroke,40-44,LAO,0.2527
LAO,female,HaemorrhagicStroke,45-49,LAO,0.5266
LAO,female,HaemorrhagicStroke,5-9,LAO,0.005
LAO,female,HaemorrhagicStroke,50-54,LAO,1.0813
LAO,female,HaemorrhagicStroke,55-59,LAO,1.7449000000000001
LAO,female,HaemorrhagicStroke,60-64,LAO,2.7239999999999998
LAO,female,HaemorrhagicStroke,65-69,LAO,4.6476
LAO,female,HaemorrhagicStroke,70-74,LAO,5.7507
LAO,female,HaemorrhagicStroke,75-79,LAO,8.276299999999999
LAO,female,HaemorrhagicStroke,80-84,LAO,7.9387
LAO,female,HaemorrhagicStroke,85-89,LAO,18.513099999999998
LAO,female,HaemorrhagicStroke,90-94,LAO,18.513099999999998
LAO,female,HaemorrhagicStroke,95+,LAO,18.513099999999998
LAO,female,HaemorrhagicStroke,<1,LAO,0.1484
LAO,female,StomachCancer,1-4,LAO,0.0
LAO,female,StomachCancer,10-14,LAO,0.0
LAO,female,StomachCancer,15-19,LAO,0.0
LAO,female,StomachCancer,20-24,LAO,0.0031
LAO,female,StomachCancer,25-29,LAO,0.0059
LAO,female,StomachCancer,30-34,LAO,0.0167
LAO,female,StomachCancer,35-39,LAO,0.0346
LAO,female,StomachCancer,40-44,LAO,0.0592
LAO,female,StomachCancer,45-49,LAO,0.0842
LAO,female,StomachCancer,5-9,LAO,0.0
LAO,female,StomachCancer,50-54,LAO,0.1157
LAO,female,StomachCancer,55-59,LAO,0.165
LAO,female,StomachCancer,60-64,LAO,0.2535
LAO,female,StomachCancer,65-69,LAO,0.38159999999999994
LAO,female,StomachCancer,70-74,LAO,0.5154
LAO,female,StomachCancer,75-79,LAO,0.6039
LAO,female,StomachCancer,80-84,LAO,0.6628000000000001
LAO,female,StomachCancer,85-89,LAO,1.0998
LAO,female,StomachCancer,90-94,LAO,1.0998
LAO,female,StomachCancer,95+,LAO,1.0998
LAO,female,StomachCancer,<1,LAO,0.0
LAO,female,Stroke,1-4,LAO,0.0016
LAO,female,Stroke,10-14,LAO,0.0011
LAO,female,Stroke,15-19,LAO,0.0038
LAO,female,Stroke,20-24,LAO,0.0059
LAO,female,Stroke,25-29,LAO,0.0032
LAO,female,Stroke,30-34,LAO,0.0053
LAO,female,Stroke,35-39,LAO,0.0111
LAO,female,Stroke,40-44,LAO,0.0274
LAO,female,Stroke,45-49,LAO,0.0587
LAO,female,Stroke,5-9,LAO,0.0005
LAO,female,Stroke,50-54,LAO,0.13849999999999998
LAO,female,Stroke,55-59,LAO,0.2493
LAO,female,Stroke,60-64,LAO,0.6659999999999999
LAO,female,Stroke,65-69,LAO,1.2358
LAO,female,Stroke,70-74,LAO,3.864
LAO,female,Stroke,75-79,LAO,6.249099999999999
LAO,female,Stroke,80-84,LAO,11.6847
LAO,female,Stroke,85-89,LAO,28.799400000000002
LAO,female,Stroke,90-94,LAO,28.799400000000002
LAO,female,Stroke,95+,LAO,28.799400000000002
LAO,female,Stroke,<1,LAO,0.0123
LAO,female,T2DM,1-4,LAO,0.0013
LAO,female,T2DM,10-14,LAO,0.0077
LAO,female,T2DM,15-19,LAO,0.014499999999999999
LAO,female,T2DM,20-24,LAO,0.0182
LAO,female,T2DM,25-29,LAO,0.01
LAO,female,T2DM,30-34,LAO,0.0159
LAO,female,T2DM,35-39,LAO,0.0301
LAO,female,T2DM,40-44,LAO,0.0757
LAO,female,T2DM,45-49,LAO,0.1637
LAO,female,T2DM,5-9,LAO,0.0012
LAO,female,T2DM,50-54,LAO,0.3926
LAO,female,T2DM,55-59,LAO,0.7532
LAO,female,T2DM,60-64,LAO,1.3081
LAO,female,T2DM,65-69,LAO,2.0140000000000002
LAO,female,T2DM,70-74,LAO,2.7026999999999997
LAO,female,T2DM,75-79,LAO,3.3013
LAO,female,T2DM,80-84,LAO,3.5959
LAO,female,T2DM,85-89,LAO,6.8498
LAO,female,T2DM,90-94,LAO,6.8498
LAO,female,T2DM,95+,LAO,6.8498
LAO,female,T2DM,<1,LAO,0.005699999999999999
LAO,male,CHD,1-4,LAO,0.0
LAO,male,CHD,10-14,LAO,0.0
LAO,male,CHD,15-19,LAO,0.0336
LAO,male,CHD,20-24,LAO,0.0649
LAO,male,CHD,25-29,LAO,0.06280000000000001
LAO,male,CHD,30-34,LAO,0.1298
LAO,male,CHD,35-39,LAO,0.23809999999999998
LAO,male,CHD,40-44,LAO,0.4692
LAO,male,CHD,45-49,LAO,0.8556999999999999
LAO,male,CHD,5-9,LAO,0.0
LAO,male,CHD,50-54,LAO,1.6159999999999999
LAO,male,CHD,55-59,LAO,2.9486000000000003
LAO,male,CHD,60-64,LAO,4.9391
LAO,male,CHD,65-69,LAO,7.8409
LAO,male,CHD,70-74,LAO,11.7679
LAO,male,CHD,75-79,LAO,16.7774
LAO,male,CHD,80-84,LAO,24.428600000000003
LAO,male,CHD,85-89,LAO,70.92699999999999
LAO,male,CHD,90-94,LAO,70.92699999999999
LAO,male,CHD,95+,LAO,70.92699999999999
LAO,male,CHD,<1,LAO,0.0
LAO,male,CKD,1-4,LAO,0.0157
LAO,male,CKD,10-14,LAO,0.021800000000000003
LAO,male,CKD,15-19,LAO,0.026299999999999997
LAO,male,CKD,20-24,LAO,0.038599999999999995
LAO,male,CKD,25-29,LAO,0.027299999999999998
LAO,male,CKD,30-34,LAO,0.0456
LAO,male,CKD,35-39,LAO,0.07250000000000001
LAO,male,CKD,40-44,LAO,0.1258
LAO,male,CKD,45-49,LAO,0.21610000000000001
LAO,male,CKD,5-9,LAO,0.0088
LAO,male,CKD,50-54,LAO,0.3982
LAO,male,CKD,55-59,LAO,0.7049000000000001
LAO,male,CKD,60-64,LAO,1.1357
LAO,male,CKD,65-69,LAO,1.7564
LAO,male,CKD,70-74,LAO,2.5120999999999998
LAO,male,CKD,75-79,LAO,3.3789999999999996
LAO,male,CKD,80-84,LAO,4.608600000000001
LAO,male,CKD,85-89,LAO,12.3447
LAO,male,CKD,90-94,LAO,12.3447
LAO,male,CKD,95+,LAO,12.3447
LAO,male,CKD,<1,LAO,0.0335
LAO,male,CRC,1-4,LAO,0.0
LAO,male,CRC,10-14,LAO,0.0
LAO,male,CRC,15-19,LAO,0.0
LAO,male,CRC,20-24,LAO,0.003
LAO,male,CRC,25-29,LAO,0.0034999999999999996
LAO,male,CRC,30-34,LAO,0.0113
LAO,male,CRC,35-39,LAO,0.023399999999999997
LAO,male,CRC,40-44,LAO,0.0508
LAO,male,CRC,45-49,LAO,0.0928
LAO,male,CRC,5-9,LAO,0.0
LAO,male,CRC,50-54,LAO,0.1499
LAO,male,CRC,55-59,LAO,0.2412
LAO,male,CRC,60-64,LAO,0.3898
LAO,male,CRC,65-69,LAO,0.5891
LAO,male,CRC,70-74,LAO,0.9447
LAO,male,CRC,75-79,LAO,1.3299
LAO,male,CRC,80-84,LAO,1.7164
LAO,male,CRC,85-89,LAO,2.9556
LAO,male,CRC,90-94,LAO,2.9556
LAO,male,CRC,95+,LAO,2.9556
LAO,male,CRC,<1,LAO,0.0
LAO,male,HaemorrhagicStroke,1-4,LAO,0.012199999999999999
LAO,male,HaemorrhagicStroke,10-14,LAO,0.0179
LAO,male,HaemorrhagicStroke,15-19,LAO,0.028900000000000002
LAO,male,HaemorrhagicStroke,20-24,LAO,0.0362
LAO,male,HaemorrhagicStroke,25-29,LAO,0.0308
LAO,male,HaemorrhagicStroke,30-34,LAO,0.0707
LAO,male,HaemorrhagicStroke,35-39,LAO,0.1542
LAO,male,HaemorrhagicStroke,40-44,LAO,0.33549999999999996
LAO,male,HaemorrhagicStroke,45-49,LAO,0.6236999999999999
LAO,male,HaemorrhagicStroke,5-9,LAO,0.0069
