country,sex,cause,age,source_country,death_rate_per_1000
AGO,male,StomachCancer,75-79,AGO,0.3417
AGO,male,StomachCancer,80-84,AGO,0.3851
AGO,male,StomachCancer,85-89,AGO,0.4446
AGO,male,StomachCancer,90-94,AGO,0.4446
AGO,male,StomachCancer,95+,AGO,0.4446
AGO,male,StomachCancer,<1,AGO,0.0
AGO,male,Stroke,1-4,AGO,0.006
AGO,male,Stroke,10-14,AGO,0.0007000000000000001
AGO,male,Stroke,15-19,AGO,0.0012
AGO,male,Stroke,20-24,AGO,0.0015
AGO,male,Stroke,25-29,AGO,0.0011
AGO,male,Stroke,30-34,AGO,0.0033
AGO,male,Stroke,35-39,AGO,0.0074
AGO,male,Stroke,40-44,AGO,0.018799999999999997
AGO,male,Stroke,45-49,AGO,0.053899999999999997
AGO,male,Stroke,5-9,AGO,0.0013
AGO,male,Stroke,50-54,AGO,0.1392
AGO,male,Stroke,55-59,AGO,0.2807
AGO,male,Stroke,60-64,AGO,1.0092
AGO,male,Stroke,65-69,AGO,1.9775999999999998
AGO,male,Stroke,70-74,AGO,4.7092
AGO,male,Stroke,75-79,AGO,7.000800000000001
AGO,male,Stroke,80-84,AGO,12.8577
AGO,male,Stroke,85-89,AGO,22.885
AGO,male,Stroke,90-94,AGO,22.885
AGO,male,Stroke,95+,AGO,22.885
AGO,male,Stroke,<1,AGO,0.005600000000000001
AGO,male,T2DM,1-4,AGO,0.008100000000000001
AGO,male,T2DM,10-14,AGO,0.0073
AGO,male,T2DM,15-19,AGO,0.014499999999999999
AGO,male,T2DM,20-24,AGO,0.0232
AGO,male,T2DM,25-29,AGO,0.0174
AGO,male,T2DM,30-34,AGO,0.035
AGO,male,T2DM,35-39,AGO,0.059699999999999996
AGO,male,T2DM,40-44,AGO,0.1304
AGO,male,T2DM,45-49,AGO,0.2999
AGO,male,T2DM,5-9,AGO,0.0075
AGO,male,T2DM,50-54,AGO,0.7985
AGO,male,T2DM,55-59,AGO,1.2668000000000001
AGO,male,T2DM,60-64,AGO,2.0917
AGO,male,T2DM,65-69,AGO,2.8049
AGO,male,T2DM,70-74,AGO,4.3808
AGO,male,T2DM,75-79,AGO,5.598
AGO,male,T2DM,80-84,AGO,8.4608
AGO,male,T2DM,85-89,AGO,14.5978
AGO,male,T2DM,90-94,AGO,14.5978
AGO,male,T2DM,95+,AGO,14.5978
AGO,male,T2DM,<1,AGO,0.0147
ALB,female,CHD,1-4,ALB,0.0
ALB,female,CHD,10-14,ALB,0.0
ALB,female,CHD,15-19,ALB,0.0040999999999999995
ALB,female,CHD,20-24,ALB,0.0016
ALB,female,CHD,25-29,ALB,0.003
ALB,female,CHD,30-34,ALB,0.0003
ALB,female,CHD,35-39,ALB,0.0079
ALB,female,CHD,40-44,ALB,0.0152
ALB,female,CHD,45-49,ALB,0.0408
ALB,female,CHD,5-9,ALB,0.0
ALB,female,CHD,50-54,ALB,0.12390000000000001
ALB,female,CHD,55-59,ALB,0.257
ALB,female,CHD,60-64,ALB,0.33039999999999997
ALB,female,CHD,65-69,ALB,0.6970999999999999
ALB,female,CHD,70-74,ALB,4.2691
ALB,female,CHD,75-79,ALB,11.2254
ALB,female,CHD,80-84,ALB,41.1562
ALB,female,CHD,85-89,ALB,197.0412
ALB,female,CHD,90-94,ALB,197.0412
ALB,female,CHD,95+,ALB,197.0412
ALB,female,CHD,<1,ALB,0.0
ALB,female,CKD,1-4,ALB,0.0029
ALB,female,CKD,10-14,ALB,0.0052
ALB,female,CKD,15-19,ALB,0.0082
ALB,female,CKD,20-24,ALB,0.0025
ALB,female,CKD,25-29,ALB,0.004
ALB,female,CKD,30-34,ALB,0.0002
ALB,female,CKD,35-39,ALB,0.0039
ALB,female,CKD,40-44,ALB,0.005299999999999999
ALB,female,CKD,45-49,ALB,0.0095
ALB,female,CKD,5-9,ALB,0.0026
ALB,female,CKD,50-54,ALB,0.026000000000000002
ALB,female,CKD,55-59,ALB,0.0431
ALB,female,CKD,60-64,ALB,0.0422
ALB,female,CKD,65-69,ALB,0.07559999999999999
ALB,female,CKD,70-74,ALB,0.3555
ALB,female,CKD,75-79,ALB,0.8002
ALB,female,CKD,80-84,ALB,2.3216
ALB,female,CKD,85-89,ALB,9.075800000000001
ALB,female,CKD,90-94,ALB,9.075800000000001
ALB,female,CKD,95+,ALB,9.075800000000001
ALB,female,CKD,<1,ALB,0.0062
ALB,female,CRC,1-4,ALB,0.0
ALB,female,CRC,10-14,ALB,0.0
ALB,female,CRC,15-19,ALB,0.0
ALB,female,CRC,20-24,ALB,0.0
ALB,female,CRC,25-29,ALB,0.0
ALB,female,CRC,30-34,ALB,0.0
ALB,female,CRC,35-39,ALB,0.0025
ALB,female,CRC,40-44,ALB,0.0044
ALB,female,CRC,45-49,ALB,0.0105
ALB,female,CRC,5-9,ALB,0.0
ALB,female,CRC,50-54,ALB,0.0394
ALB,female,CRC,55-59,ALB,0.052300000000000006
ALB,female,CRC,60-64,ALB,0.061
ALB,female,CRC,65-69,ALB,0.11720000000000001
ALB,female,CRC,70-74,ALB,0.2792
ALB,female,CRC,75-79,ALB,0.41700000000000004
ALB,female,CRC,80-84,ALB,0.9172
ALB,female,CRC,85-89,ALB,1.3895
ALB,female,CRC,90-94,ALB,1.3895
ALB,female,CRC,95+,ALB,1.3895
ALB,female,CRC,<1,ALB,0.0
ALB,female,HaemorrhagicStroke,1-4,ALB,0.0039000000000000003
ALB,female,HaemorrhagicStroke,10-14,ALB,0.0055000000000000005
ALB,female,HaemorrhagicStroke,15-19,ALB,0.0095
ALB,female,HaemorrhagicStroke,20-24,ALB,0.0028000000000000004
ALB,female,HaemorrhagicStroke,25-29,ALB,0.0051
ALB,female,HaemorrhagicStroke,30-34,ALB,0.0005
ALB,female,HaemorrhagicStroke,35-39,ALB,0.0087
ALB,female,HaemorrhagicStroke,40-44,ALB,0.0147
ALB,female,HaemorrhagicStroke,45-49,ALB,0.035
ALB,female,HaemorrhagicStroke,5-9,ALB,0.0031
ALB,female,HaemorrhagicStroke,50-54,ALB,0.09880000000000001
ALB,female,HaemorrhagicStroke,55-59,ALB,0.19210000000000002
ALB,female,HaemorrhagicStroke,60-64,ALB,0.22920000000000001
ALB,female,HaemorrhagicStroke,65-69,ALB,0.5341
ALB,female,HaemorrhagicStroke,70-74,ALB,3.2857
ALB,female,HaemorrhagicStroke,75-79,ALB,9.839400000000001
ALB,female,HaemorrhagicStroke,80-84,ALB,35.3894
ALB,female,HaemorrhagicStroke,85-89,ALB,150.4179
ALB,female,HaemorrhagicStroke,90-94,ALB,150.4179
ALB,female,HaemorrhagicStroke,95+,ALB,150.4179
ALB,female,HaemorrhagicStroke,<1,ALB,0.0021
ALB,female,StomachCancer,1-4,ALB,0.0
ALB,female,StomachCancer,10-14,ALB,0.0
ALB,female,StomachCancer,15-19,ALB,0.0
ALB,female,StomachCancer,20-24,ALB,0.0
ALB,female,StomachCancer,25-29,ALB,0.0027
ALB,female,StomachCancer,30-34,ALB,0.0002
ALB,female,StomachCancer,35-39,ALB,0.005600000000000001
ALB,female,StomachCancer,40-44,ALB,0.0096
ALB,female,StomachCancer,45-49,ALB,0.019
ALB,female,StomachCancer,5-9,ALB,0.0
ALB,female,StomachCancer,50-54,ALB,0.051500000000000004
ALB,female,StomachCancer,55-59,ALB,0.08710000000000001
ALB,female,StomachCancer,60-64,ALB,0.0868
ALB,female,StomachCancer,65-69,ALB,0.16620000000000001
ALB,female,StomachCancer,70-74,ALB,0.41240000000000004
ALB,female,StomachCancer,75-79,ALB,0.5611999999999999
ALB,female,StomachCancer,80-84,ALB,1.2958
ALB,female,StomachCancer,85-89,ALB,1.7216
ALB,female,StomachCancer,90-94,ALB,1.7216
ALB,female,StomachCancer,95+,ALB,1.7216
ALB,female,StomachCancer,<1,ALB,0.0
ALB,female,Stroke,1-4,ALB,0.0003
ALB,female,Stroke,10-14,ALB,0.0001
ALB,female,Stroke,15-19,ALB,0.0004
ALB,female,Stroke,20-24,ALB,0.0002
ALB,female,Stroke,25-29,ALB,0.0003
ALB,female,Stroke,30-34,ALB,0.0
ALB,female,Stroke,35-39,ALB,0.0005
ALB,female,Stroke,40-44,ALB,0.0008
ALB,female,Stroke,45-49,ALB,0.0027
ALB,female,Stroke,5-9,ALB,0.0001
ALB,female,Stroke,50-54,ALB,0.009399999999999999
ALB,female,Stroke,55-59,ALB,0.024900000000000002
ALB,female,Stroke,60-64,ALB,0.0556
ALB,female,Stroke,65-69,ALB,0.1335
ALB,female,Stroke,70-74,ALB,1.3463
ALB,female,Stroke,75-79,ALB,3.6124
ALB,female,Stroke,80-84,ALB,16.0349
ALB,female,Stroke,85-89,ALB,69.3823
ALB,female,Stroke,90-94,ALB,69.3823
ALB,female,Stroke,95+,ALB,69.3823
ALB,female,Stroke,<1,ALB,0.0
ALB,female,T2DM,1-4,ALB,0.0002
ALB,female,T2DM,10-14,ALB,0.0004
ALB,female,T2DM,15-19,ALB,0.0011
ALB,female,T2DM,20-24,ALB,0.0004
ALB,female,T2DM,25-29,ALB,0.0011
ALB,female,T2DM,30-34,ALB,0.0001
ALB,female,T2DM,35-39,ALB,0.0008
ALB,female,T2DM,40-44,ALB,0.0012
ALB,female,T2DM,45-49,ALB,0.0027
ALB,female,T2DM,5-9,ALB,0.0002
ALB,female,T2DM,50-54,ALB,0.0087
ALB,female,T2DM,55-59,ALB,0.0192
ALB,female,T2DM,60-64,ALB,0.0241
ALB,female,T2DM,65-69,ALB,0.0489
ALB,female,T2DM,70-74,ALB,0.2514
ALB,female,T2DM,75-79,ALB,0.5494
ALB,female,T2DM,80-84,ALB,1.4038
ALB,female,T2DM,85-89,ALB,3.8301
ALB,female,T2DM,90-94,ALB,3.8301
ALB,female,T2DM,95+,ALB,3.8301
ALB,female,T2DM,<1,ALB,0.0
ALB,male,CHD,1-4,ALB,0.0
ALB,male,CHD,10-14,ALB,0.0
ALB,male,CHD,15-19,ALB,0.0044
ALB,male,CHD,20-24,ALB,0.0158
ALB,male,CHD,25-29,ALB,0.0125
ALB,male,CHD,30-34,ALB,0.0104
ALB,male,CHD,35-39,ALB,0.0819
ALB,male,CHD,40-44,ALB,0.2897
ALB,male,CHD,45-49,ALB,0.40590000000000004
ALB,male,CHD,5-9,ALB,0.0
ALB,male,CHD,50-54,ALB,0.8604999999999999
ALB,male,CHD,55-59,ALB,1.1943000000000001
ALB,male,CHD,60-64,ALB,3.1536
ALB,male,CHD,65-69,ALB,3.0682
ALB,male,CHD,70-74,ALB,5.5076
ALB,male,CHD,75-79,ALB,15.8671
ALB,male,CHD,80-84,ALB,36.0789
ALB,male,CHD,85-89,ALB,128.9436
ALB,male,CHD,90-94,ALB,128.9436
ALB,male,CHD,95+,ALB,128.9436
ALB,male,CHD,<1,ALB,0.0
ALB,male,CKD,1-4,ALB,0.0022
ALB,male,CKD,10-14,ALB,0.0033
ALB,male,CKD,15-19,ALB,0.0027
ALB,male,CKD,20-24,ALB,0.008
ALB,male,CKD,25-29,ALB,0.0047
ALB,male,CKD,30-34,ALB,0.0024000000000000002
ALB,male,CKD,35-39,ALB,0.011099999999999999
ALB,male,CKD,40-44,ALB,0.0299
ALB,male,CKD,45-49,ALB,0.032299999999999995
ALB,male,CKD,5-9,ALB,0.0022
ALB,male,CKD,50-54,ALB,0.0611
ALB,male,CKD,55-59,ALB,0.077
ALB,male,CKD,60-64,ALB,0.21409999999999998
ALB,male,CKD,65-69,ALB,0.18930000000000002
ALB,male,CKD,70-74,ALB,0.3488
ALB,male,CKD,75-79,ALB,0.9724999999999999
ALB,male,CKD,80-84,ALB,2.0895
ALB,male,CKD,85-89,ALB,7.576099999999999
ALB,male,CKD,90-94,ALB,7.576099999999999
ALB,male,CKD,95+,ALB,7.576099999999999
ALB,male,CKD,<1,ALB,0.0154
ALB,male,CRC,1-4,ALB,0.0
ALB,male,CRC,10-14,ALB,0.0
ALB,male,CRC,15-19,ALB,0.0
ALB,male,CRC,20-24,ALB,0.0
ALB,male,CRC,25-29,ALB,0.0034999999999999996
ALB,male,CRC,30-34,ALB,0.0012
ALB,male,CRC,35-39,ALB,0.0
ALB,male,CRC,40-44,ALB,0.019
ALB,male,CRC,45-49,ALB,0.0472
ALB,male,CRC,5-9,ALB,0.0
ALB,male,CRC,50-54,ALB,0.12119999999999999
ALB,male,CRC,55-59,ALB,0.14550000000000002
ALB,male,CRC,60-64,ALB,0.2419
ALB,male,CRC,65-69,ALB,0.29350000000000004
ALB,male,CRC,70-74,ALB,0.392
ALB,male,CRC,75-79,ALB,0.5845
ALB,male,CRC,80-84,ALB,0.938
ALB,male,CRC,85-89,ALB,1.6347
ALB,male,CRC,90-94,ALB,1.6347
ALB,male,CRC,95+,ALB,1.6347
ALB,male,CRC,<1,ALB,0.0
ALB,male,HaemorrhagicStroke,1-4,ALB,0.0022
ALB,male,HaemorrhagicStroke,10-14,ALB,0.0048
ALB,male,HaemorrhagicStroke,15-19,ALB,0.0043
ALB,male,HaemorrhagicStroke,20-24,ALB,0.0118
ALB,male,HaemorrhagicStroke,25-29,ALB,0.0068000000000000005
ALB,male,HaemorrhagicStroke,30-34,ALB,0.0052
ALB,male,HaemorrhagicStroke,35-39,ALB,0.033
ALB,male,HaemorrhagicStroke,40-44,ALB,0.1035
ALB,male,HaemorrhagicStroke,45-49,ALB,0.1282
ALB,male,HaemorrhagicStroke,5-9,ALB,0.0025
ALB,male,HaemorrhagicStroke,50-54,ALB,0.2587
ALB,male,HaemorrhagicStroke,55-59,ALB,0.3764
ALB,male,HaemorrhagicStroke,60-64,ALB,1.135
ALB,male,HaemorrhagicStroke,65-69,ALB,1.3816
ALB,male,HaemorrhagicStroke,70-74,ALB,2.9414999999999996
ALB,male,HaemorrhagicStroke,75-79,ALB,10.5451
ALB,male,HaemorrhagicStroke,80-84,ALB,23.5947
ALB,male,HaemorrhagicStroke,85-89,ALB,78.9296
ALB,male,HaemorrhagicStroke,90-94,ALB,78.9296
ALB,male,HaemorrhagicStroke,95+,ALB,78.9296
ALB,male,HaemorrhagicStroke,<1,ALB,0.0102
ALB,male,StomachCancer,1-4,ALB,0.0
ALB,male,StomachCancer,10-14,ALB,0.0
ALB,male,StomachCancer,15-19,ALB,0.0
ALB,male,StomachCancer,20-24,ALB,0.0
ALB,male,StomachCancer,25-29,ALB,0.0034999999999999996
ALB,male,StomachCancer,30-34,ALB,0.0034999999999999996
ALB,male,StomachCancer,35-39,ALB,0.0215
ALB,male,StomachCancer,40-44,ALB,0.08710000000000001
ALB,male,StomachCancer,45-49,ALB,0.11560000000000001
ALB,male,StomachCancer,5-9,ALB,0.0
ALB,male,StomachCancer,50-54,ALB,0.2445
ALB,male,StomachCancer,55-59,ALB,0.3271
ALB,male,StomachCancer,60-64,ALB,0.6756
ALB,male,StomachCancer,65-69,ALB,0.7522
ALB,male,StomachCancer,70-74,ALB,0.847
ALB,male,StomachCancer,75-79,ALB,1.2068
ALB,male,StomachCancer,80-84,ALB,1.7197
ALB,male,StomachCancer,85-89,ALB,2.4179
ALB,male,StomachCancer,90-94,ALB,2.4179
ALB,male,StomachCancer,95+,ALB,2.4179
ALB,male,StomachCancer,<1,ALB,0.0
ALB,male,Stroke,1-4,ALB,0.0001
ALB,male,Stroke,10-14,ALB,0.0001
ALB,male,Stroke,15-19,ALB,0.0002
ALB,male,Stroke,20-24,ALB,0.0006
ALB,male,Stroke,25-29,ALB,0.0003
ALB,male,Stroke,30-34,ALB,0.0003
ALB,male,Stroke,35-39,ALB,0.0021
ALB,male,Stroke,40-44,ALB,0.0076
ALB,male,Stroke,45-49,ALB,0.016
ALB,male,Stroke,5-9,ALB,0.0001
ALB,male,Stroke,50-54,ALB,0.0452
ALB,male,Stroke,55-59,ALB,0.07629999999999999
ALB,male,Stroke,60-64,ALB,0.3714
ALB,male,Stroke,65-69,ALB,0.435
ALB,male,Stroke,70-74,ALB,1.2808000000000002
ALB,male,Stroke,75-79,ALB,4.1323
ALB,male,Stroke,80-84,ALB,11.4327
ALB,male,Stroke,85-89,ALB,38.8394
ALB,male,Stroke,90-94,ALB,38.8394
ALB,male,Stroke,95+,ALB,38.8394
ALB,male,Stroke,<1,ALB,0.0
ALB,male,T2DM,1-4,ALB,0.0001
ALB,male,T2DM,10-14,ALB,0.0002
ALB,male,T2DM,15-19,ALB,0.0003
ALB,male,T2DM,20-24,ALB,0.0012
ALB,male,T2DM,25-29,ALB,0.0013
ALB,male,T2DM,30-34,ALB,0.0008
ALB,male,T2DM,35-39,ALB,0.0045000000000000005
ALB,male,T2DM,40-44,ALB,0.0125
ALB,male,T2DM,45-49,ALB,0.0147
ALB,male,T2DM,5-9,ALB,0.0001
ALB,male,T2DM,50-54,ALB,0.030299999999999997
ALB,male,T2DM,55-59,ALB,0.042800000000000005
ALB,male,T2DM,60-64,ALB,0.125
ALB,male,T2DM,65-69,ALB,0.1265
ALB,male,T2DM,70-74,ALB,0.2231
ALB,male,T2DM,75-79,ALB,0.5720000000000001
ALB,male,T2DM,80-84,ALB,0.9449
ALB,male,T2DM,85-89,ALB,2.15
ALB,male,T2DM,90-94,ALB,2.15
ALB,male,T2DM,95+,ALB,2.15
ALB,male,T2DM,<1,ALB,0.0
ARE,female,CHD,1-4,ARE,0.0
ARE,female,CHD,10-14,ARE,0.0
ARE,female,CHD,15-19,ARE,0.0022
ARE,female,CHD,20-24,ARE,0.002
ARE,female,CHD,25-29,ARE,0.0063
ARE,female,CHD,30-34,ARE,0.0078000000000000005
ARE,female,CHD,35-39,ARE,0.011200000000000002
ARE,female,CHD,40-44,ARE,0.024700000000000003
ARE,female,CHD,45-49,ARE,0.041100000000000005
ARE,female,CHD,5-9,ARE,0.0
ARE,female,CHD,50-54,ARE,0.0706
ARE,female,CHD,55-59,ARE,0.1059
ARE,female,CHD,60-64,ARE,0.36840000000000006
ARE,female,CHD,65-69,ARE,0.7977
ARE,female,CHD,70-74,ARE,2.1088
ARE,female,CHD,75-79,ARE,7.694
ARE,female,CHD,80-84,ARE,13.5456
ARE,female,CHD,85-89,ARE,36.0673
ARE,female,CHD,90-94,ARE,36.0673
ARE,female,CHD,95+,ARE,36.0673
ARE,female,CHD,<1,ARE,0.0
ARE,female,CKD,1-4,ARE,0.0018
ARE,female,CKD,10-14,ARE,0.0024
ARE,female,CKD,15-19,ARE,0.0025
ARE,female,CKD,20-24,ARE,0.0019
ARE,female,CKD,25-29,ARE,0.0055
ARE,female,CKD,30-34,ARE,0.0054
ARE,female,CKD,35-39,ARE,0.007200000000000001
ARE,female,CKD,40-44,ARE,0.012999999999999998
ARE,female,CKD,45-49,ARE,0.019
ARE,female,CKD,5-9,ARE,0.0018
ARE,female,CKD,50-54,ARE,0.032
ARE,female,CKD,55-59,ARE,0.0454
ARE,female,CKD,60-64,ARE,0.14100000000000001
ARE,female,CKD,65-69,ARE,0.2739
ARE,female,CKD,70-74,ARE,0.6712
ARE,female,CKD,75-79,ARE,2.1289000000000002
ARE,female,CKD,80-84,ARE,3.5661
ARE,female,CKD,85-89,ARE,8.2198
ARE,female,CKD,90-94,ARE,8.2198
ARE,female,CKD,95+,ARE,8.2198
ARE,female,CKD,<1,ARE,0.0063
ARE,female,CRC,1-4,ARE,0.0
ARE,female,CRC,10-14,ARE,0.0
ARE,female,CRC,15-19,ARE,0.0
ARE,female,CRC,20-24,ARE,0.0
ARE,female,CRC,25-29,ARE,0.0053
ARE,female,CRC,30-34,ARE,0.004
ARE,female,CRC,35-39,ARE,0.0066
ARE,female,CRC,40-44,ARE,0.0176
ARE,female,CRC,45-49,ARE,0.024
ARE,female,CRC,5-9,ARE,0.0
ARE,female,CRC,50-54,ARE,0.0438
ARE,female,CRC,55-59,ARE,0.060599999999999994
ARE,female,CRC,60-64,ARE,0.1404
ARE,female,CRC,65-69,ARE,0.5462
ARE,female,CRC,70-74,ARE,0.45899999999999996
ARE,female,CRC,75-79,ARE,1.0381
ARE,female,CRC,80-84,ARE,1.8762999999999999
ARE,female,CRC,85-89,ARE,2.8341000000000003
ARE,female,CRC,90-94,ARE,2.8341000000000003
ARE,female,CRC,95+,ARE,2.8341000000000003
ARE,female,CRC,<1,ARE,0.0
ARE,female,HaemorrhagicStroke,1-4,ARE,0.0019
ARE,female,HaemorrhagicStroke,10-14,ARE,0.0014000000000000002
ARE,female,HaemorrhagicStroke,15-19,ARE,0.0015
ARE,female,HaemorrhagicStroke,20-24,ARE,0.0012
ARE,female,HaemorrhagicStroke,25-29,ARE,0.0036
ARE,female,HaemorrhagicStroke,30-34,ARE,0.0045000000000000005
ARE,female,HaemorrhagicStroke,35-39,ARE,0.0069
ARE,female,HaemorrhagicStroke,40-44,ARE,0.0143
ARE,female,HaemorrhagicStroke,45-49,ARE,0.020499999999999997
ARE,female,HaemorrhagicStroke,5-9,ARE,0.0016
ARE,female,HaemorrhagicStroke,50-54,ARE,0.026600000000000002
ARE,female,HaemorrhagicStroke,55-59,ARE,0.0349
ARE,female,HaemorrhagicStroke,60-64,ARE,0.0894
ARE,female,HaemorrhagicStroke,65-69,ARE,0.168
ARE,female,HaemorrhagicStroke,70-74,ARE,0.36090000000000005
ARE,female,HaemorrhagicStroke,75-79,ARE,1.3071000000000002
ARE,female,HaemorrhagicStroke,80-84,ARE,1.9877
ARE,female,HaemorrhagicStroke,85-89,ARE,4.215199999999999
ARE,female,HaemorrhagicStroke,90-94,ARE,4.215199999999999
ARE,female,HaemorrhagicStroke,95+,ARE,4.215199999999999
ARE,female,HaemorrhagicStroke,<1,ARE,0.0051
ARE,female,StomachCancer,1-4,ARE,0.0
ARE,female,StomachCancer,10-14,ARE,0.0
ARE,female,StomachCancer,15-19,ARE,0.0
ARE,female,StomachCancer,20-24,ARE,0.0
ARE,female,StomachCancer,25-29,ARE,0.0027
ARE,female,StomachCancer,30-34,ARE,0.0063
ARE,female,StomachCancer,35-39,ARE,0.0051
ARE,female,StomachCancer,40-44,ARE,0.0063
ARE,female,StomachCancer,45-49,ARE,0.011899999999999999
ARE,female,StomachCancer,5-9,ARE,0.0
ARE,female,StomachCancer,50-54,ARE,0.0191
ARE,female,StomachCancer,55-59,ARE,0.0269
ARE,female,StomachCancer,60-64,ARE,0.07150000000000001
ARE,female,StomachCancer,65-69,ARE,0.2865
ARE,female,StomachCancer,70-74,ARE,0.1653
ARE,female,StomachCancer,75-79,ARE,0.5257999999999999
ARE,female,StomachCancer,80-84,ARE,0.5617
ARE,female,StomachCancer,85-89,ARE,1.1076000000000001
ARE,female,StomachCancer,90-94,ARE,1.1076000000000001
ARE,female,StomachCancer,95+,ARE,1.1076000000000001
ARE,female,StomachCancer,<1,ARE,0.0
ARE,female,Stroke,1-4,ARE,0.0003
ARE,female,Stroke,10-14,ARE,0.0003
ARE,female,Stroke,15-19,ARE,0.0006
ARE,female,Stroke,20-24,ARE,0.0004
ARE,female,Stroke,25-29,ARE,0.0014000000000000002
ARE,female,Stroke,30-34,ARE,0.0018
ARE,female,Stroke,35-39,ARE,0.0029
ARE,female,Stroke,40-44,ARE,0.0062
ARE,female,Stroke,45-49,ARE,0.01
ARE,female,Stroke,5-9,ARE,0.0003
ARE,female,Stroke,50-54,ARE,0.016200000000000003
ARE,female,Stroke,55-59,ARE,0.024
ARE,female,Stroke,60-64,ARE,0.1072
ARE,female,Stroke,65-69,ARE,0.2305
ARE,female,Stroke,70-74,ARE,0.782
ARE,female,Stroke,75-79,ARE,3.0441000000000003
ARE,female,Stroke,80-84,ARE,7.3164
ARE,female,Stroke,85-89,ARE,17.4529
ARE,female,Stroke,90-94,ARE,17.4529
ARE,female,Stroke,95+,ARE,17.4529
ARE,female,Stroke,<1,ARE,0.001
ARE,female,T2DM,1-4,ARE,0.0005
ARE,female,T2DM,10-14,ARE,0.0006
ARE,female,T2DM,15-19,ARE,0.0008
ARE,female,T2DM,20-24,ARE,0.0006
ARE,female,T2DM,25-29,ARE,0.0019
ARE,female,T2DM,30-34,ARE,0.002
ARE,female,T2DM,35-39,ARE,0.003
ARE,female,T2DM,40-44,ARE,0.0069
ARE,female,T2DM,45-49,ARE,0.0128
ARE,female,T2DM,5-9,ARE,0.0004
ARE,female,T2DM,50-54,ARE,0.0258
ARE,female,T2DM,55-59,ARE,0.0434
ARE,female,T2DM,60-64,ARE,0.158
ARE,female,T2DM,65-69,ARE,0.3018
ARE,female,T2DM,70-74,ARE,0.6801999999999999
ARE,female,T2DM,75-79,ARE,2.0843000000000003
ARE,female,T2DM,80-84,ARE,3.1362
ARE,female,T2DM,85-89,ARE,6.668200000000001
ARE,female,T2DM,90-94,ARE,6.668200000000001
ARE,female,T2DM,95+,ARE,6.668200000000001
ARE,female,T2DM,<1,ARE,0.0014000000000000002
ARE,male,CHD,1-4,ARE,0.0
ARE,male,CHD,10-14,ARE,0.0
ARE,male,CHD,15-19,ARE,0.016
ARE,male,CHD,20-24,ARE,0.0194
ARE,male,CHD,25-29,ARE,0.011699999999999999
ARE,male,CHD,30-34,ARE,0.054299999999999994
ARE,male,CHD,35-39,ARE,0.1042
ARE,male,CHD,40-44,ARE,0.24670000000000003
ARE,male,CHD,45-49,ARE,0.4916
ARE,male,CHD,5-9,ARE,0.0
ARE,male,CHD,50-54,ARE,0.7951
ARE,male,CHD,55-59,ARE,1.0164
ARE,male,CHD,60-64,ARE,1.7719999999999998
ARE,male,CHD,65-69,ARE,3.8731999999999998
ARE,male,CHD,70-74,ARE,4.8076
ARE,male,CHD,75-79,ARE,13.177100000000001
ARE,male,CHD,80-84,ARE,19.1139
ARE,male,CHD,85-89,ARE,43.6275
ARE,male,CHD,90-94,ARE,43.6275
ARE,male,CHD,95+,ARE,43.6275
ARE,male,CHD,<1,ARE,0.0
ARE,male,CKD,1-4,ARE,0.0016
ARE,male,CKD,10-14,ARE,0.0024
ARE,male,CKD,15-19,ARE,0.008
ARE,male,CKD,20-24,ARE,0.0083
ARE,male,CKD,25-29,ARE,0.004
ARE,male,CKD,30-34,ARE,0.0135
ARE,male,CKD,35-39,ARE,0.027
ARE,male,CKD,40-44,ARE,0.0455
ARE,male,CKD,45-49,ARE,0.078
ARE,male,CKD,5-9,ARE,0.0022
ARE,male,CKD,50-54,ARE,0.1266
ARE,male,CKD,55-59,ARE,0.1651
ARE,male,CKD,60-64,ARE,0.3487
ARE,male,CKD,65-69,ARE,0.7732
ARE,male,CKD,70-74,ARE,1.0661999999999998
ARE,male,CKD,75-79,ARE,2.6750000000000003
ARE,male,CKD,80-84,ARE,3.5306
ARE,male,CKD,85-89,ARE,6.2523
ARE,male,CKD,90-94,ARE,6.2523
ARE,male,CKD,95+,ARE,6.2523
ARE,male,CKD,<1,ARE,0.0062
ARE,male,CRC,1-4,ARE,0.0
ARE,male,CRC,10-14,ARE,0.0
ARE,male,CRC,15-19,ARE,0.0
ARE,male,CRC,20-24,ARE,0.0
ARE,male,CRC,25-29,ARE,0.0006
ARE,male,CRC,30-34,ARE,0.004699999999999999
ARE,male,CRC,35-39,ARE,0.0083
ARE,male,CRC,40-44,ARE,0.0263
ARE,male,CRC,45-49,ARE,0.0087
ARE,male,CRC,5-9,ARE,0.0
ARE,male,CRC,50-54,ARE,0.040999999999999995
ARE,male,CRC,55-59,ARE,0.1159
ARE,male,CRC,60-64,ARE,0.2182
ARE,male,CRC,65-69,ARE,0.2918
ARE,male,CRC,70-74,ARE,0.4103
ARE,male,CRC,75-79,ARE,0.5516
ARE,male,CRC,80-84,ARE,1.0815000000000001
ARE,male,CRC,85-89,ARE,1.9385
ARE,male,CRC,90-94,ARE,1.9385
ARE,male,CRC,95+,ARE,1.9385
ARE,male,CRC,<1,ARE,0.0
ARE,male,HaemorrhagicStroke,1-4,ARE,0.0031
ARE,male,HaemorrhagicStroke,10-14,ARE,0.0037
ARE,male,HaemorrhagicStroke,15-19,ARE,0.013999999999999999
