path,curve_cause,exposure,rr_mean,rr_low,rr_high,risk_lower,risk_upper,star_rating,rei_id,cause_id
sbp,CHD,123.232323232323,1.50779305109717,1.45257982364489,1.56510495872941,107.5,165.163126976954,5,107,493
sbp,CHD,124.242424242424,1.54848367070308,1.4881759080357,1.61123538251539,107.5,165.163126976954,5,107,493
sbp,CHD,125.252525252525,1.59072544150163,1.52503916834844,1.65924094459876,107.5,165.163126976954,5,107,493
sbp,CHD,126.262626262626,1.63451836204242,1.5631623213868,1.70913170008066,107.5,165.163126976954,5,107,493
sbp,CHD,127.272727272727,1.67986242975454,1.60253815768029,1.76091768509628,107.5,165.163126976954,5,107,493
sbp,CHD,128.282828282828,1.72675764111188,1.64315955133963,1.81460890313868,107.5,165.163126976954,5,107,493
sbp,CHD,129.292929292929,1.77520399178613,1.68501946846397,1.8702153128985,107.5,165.163126976954,5,107,493
sbp,CHD,130.30303030303,1.82520147678693,1.7281109742169,1.92774681751836,107.5,165.163126976954,5,107,493
sbp,CHD,131.313131313131,1.87675009058883,1.77242723868708,1.98721325515977,107.5,165.163126976954,5,107,493
sbp,CHD,132.323232323232,1.92984982724538,1.81796154164622,2.04862439078141,107.5,165.163126976954,5,107,493
sbp,CHD,133.333333333333,1.9845006804906,1.86470727631285,2.11198990903006,107.5,165.163126976954,5,107,493
sbp,CHD,134.343434343434,2.04070264382856,1.91265795222468,2.17731940814877,107.5,165.163126976954,5,107,493
sbp,CHD,135.353535353535,2.09845571061162,1.96180719731663,2.24462239481111,107.5,165.163126976954,5,107,493
sbp,CHD,136.363636363636,2.15775987410835,2.0121487592949,2.3139082797952,107.5,165.163126976954,5,107,493
sbp,CHD,137.373737373737,2.21861512756179,2.06367650639082,2.3851863744161,107.5,165.163126976954,5,107,493
sbp,CHD,138.383838383838,2.28102146423898,2.11638442757156,2.45846588764082,107.5,165.163126976954,5,107,493
sbp,CHD,139.393939393939,2.34497887747268,2.17026663227826,2.53375592381499,107.5,165.163126976954,5,107,493
sbp,CHD,140.40404040404,2.41048736069603,2.22531734975553,2.6110654809363,107.5,165.163126976954,5,107,493
sbp,CHD,141.414141414141,2.47754690747089,2.28153092803046,2.69040344941431,107.5,165.163126976954,5,107,493
sbp,CHD,142.424242424242,2.54615751151073,2.33890183259321,2.77177861126165,107.5,165.163126976954,5,107,493
sbp,CHD,143.434343434343,2.61631916669867,2.39742464482614,2.85519963966635,107.5,165.163126976954,5,107,493
sbp,CHD,144.444444444444,2.68803186710129,2.45709406022316,2.94067509889948,107.5,165.163126976954,5,107,493
sbp,CHD,145.454545454545,2.7612956069788,2.51790488643639,3.02821344451648,107.5,165.163126976954,5,107,493
sbp,CHD,146.464646464646,2.83611038079208,2.57985204118315,3.11782302381486,107.5,165.163126976954,5,107,493
sbp,CHD,147.474747474747,2.91247618320708,2.64293055004224,3.20951207651406,107.5,165.163126976954,5,107,493
sbp,CHD,148.484848484848,2.99039300909695,2.70713554416475,3.30328873562738,107.5,165.163126976954,5,107,493
sbp,CHD,149.494949494949,3.06986085354222,2.77246225792206,3.39916102849825,107.5,165.163126976954,5,107,493
sbp,CHD,150.505050505051,3.1508797118296,2.83890602651015,3.49713687797685,107.5,165.163126976954,5,107,493
sbp,CHD,151.515151515152,3.23344957944899,2.90646228352677,3.59722410371425,107.5,165.163126976954,5,107,493
sbp,CHD,152.525252525253,3.31757045209028,2.97512655853698,3.69943042355645,107.5,165.163126976954,5,107,493
sbp,CHD,153.535353535354,3.40324232563848,3.04489447463823,3.80376345501869,107.5,165.163126976954,5,107,493
sbp,CHD,154.545454545455,3.49046519616864,3.1157617460364,3.91023071682654,107.5,165.163126976954,5,107,493
sbp,CHD,155.555555555556,3.57923905992938,3.18772417563299,4.01883963049602,107.5,165.163126976954,5,107,493
sbp,CHD,156.565656565657,3.66956390517488,3.26077764605458,4.12959751194791,107.5,165.163126976954,5,107,493
sbp,CHD,157.575757575758,3.76143963877312,3.33491805823052,4.2425114827681,107.5,165.163126976954,5,107,493
sbp,CHD,158.585858585859,3.85486361360859,3.4101393411957,4.35758542180658,107.5,165.163126976954,5,107,493
sbp,CHD,159.59595959596,3.94978446066013,3.48639642314714,4.47476287610161,107.5,165.163126976954,5,107,493
sbp,CHD,160.606060606061,4.04606594506193,3.56357671479492,4.59388163690254,107.5,165.163126976954,5,107,493
sbp,CHD,161.616161616162,4.1435971570648,3.64158887561723,4.71480938306781,107.5,165.163126976954,5,107,493
sbp,CHD,162.626262626263,4.24212007726594,3.72022508336238,4.83722956184096,107.5,165.163126976954,5,107,493
sbp,CHD,163.636363636364,4.34120825748319,3.79914527745621,4.96061291645551,107.5,165.163126976954,5,107,493
sbp,CHD,164.646464646465,4.44068131351941,3.87820757066787,5.0847331322301,107.5,165.163126976954,5,107,493
sbp,CHD,165.656565656566,4.54001069196285,3.95699527140533,5.20892638717174,107.5,165.163126976954,5,107,493
sbp,CHD,166.666666666667,4.63848703987633,4.0349518946391,5.33229703374817,107.5,165.163126976954,5,107,493
