country,risk_factor,exposure_g_per_day,source_country,source_year
TKM,fruits,123.8098069,TKM,2020
TKM,legumes,1.709444376,TKM,2020
TKM,nuts_seeds,1.130238625,TKM,2020
TKM,omega3,0.1938274837,TKM,2020
TKM,processed_meat,12.26629388,TKM,2020
TKM,red_meat,100.8602984,TKM,2020
TKM,vegetables,232.7659383,TKM,2020
TKM,whole_grains,34.10972244,TKM,2020
TLS,fruits,22.51315182,TLS,2020
TLS,legumes,5.756511095,TLS,2020
TLS,nuts_seeds,1.388557701,TLS,2020
TLS,omega3,0.119938888,TLS,2020
TLS,processed_meat,0.8996022788,TLS,2020
TLS,red_meat,19.31228895,TLS,2020
TLS,vegetables,26.38109151,TLS,2020
TLS,whole_grains,52.57753003,TLS,2020
TTO,fruits,67.83297833,TTO,2020
TTO,legumes,5.897128647,TTO,2020
TTO,nuts_seeds,3.174236889,TTO,2020
TTO,omega3,0.3890785512,TTO,2020
TTO,processed_meat,5.013081025,TTO,2020
TTO,red_meat,21.14761488,TTO,2020
TTO,vegetables,61.46349603,TTO,2020
TTO,whole_grains,36.91481085,TTO,2020
TUN,fruits,197.4943143,TUN,2020
TUN,legumes,10.94838912,TUN,2020
TUN,nuts_seeds,6.062890904,TUN,2020
TUN,omega3,0.2314167148,TUN,2020
TUN,processed_meat,1.63583506,TUN,2020
TUN,red_meat,21.37037308,TUN,2020
TUN,vegetables,287.7168039,TUN,2020
TUN,whole_grains,40.58660201,TUN,2020
TUR,fruits,265.7380145,TUR,2020
TUR,legumes,17.84807094,TUR,2020
TUR,nuts_seeds,8.92311834,TUR,2020
TUR,omega3,0.3087634531,TUR,2020
TUR,processed_meat,2.805296552,TUR,2020
TUR,red_meat,31.21656797,TUR,2020
TUR,vegetables,393.801586,TUR,2020
TUR,whole_grains,50.37026265,TUR,2020
TWN,fruits,140.0670546,TWN,2020
TWN,legumes,12.97400561,TWN,2020
TWN,nuts_seeds,6.194184054,TWN,2020
TWN,omega3,0.6112250377,TWN,2020
TWN,processed_meat,5.037171422,TWN,2020
TWN,red_meat,65.31431116,TWN,2020
TWN,vegetables,174.5895973,TWN,2020
TWN,whole_grains,18.3679996,TWN,2020
TZA,fruits,94.15572012,TZA,2020
TZA,legumes,13.91776979,TZA,2020
TZA,nuts_seeds,7.076846398,TZA,2020
TZA,omega3,0.2855066286,TZA,2020
TZA,processed_meat,2.070838281,TZA,2020
TZA,red_meat,18.62523115,TZA,2020
TZA,vegetables,53.71682029,TZA,2020
TZA,whole_grains,84.45007712,TZA,2020
UGA,fruits,190.8703738,UGA,2020
UGA,legumes,13.16020089,UGA,2020
UGA,nuts_seeds,6.965469888,UGA,2020
UGA,omega3,0.5153629608,UGA,2020
UGA,processed_meat,2.214973104,UGA,2020
UGA,red_meat,18.43927395,UGA,2020
UGA,vegetables,36.81508363,UGA,2020
UGA,whole_grains,65.28790728,UGA,2020
UKR,fruits,83.82271183,UKR,2020
UKR,legumes,2.543519279,UKR,2020
UKR,nuts_seeds,1.348594302,UKR,2020
UKR,omega3,0.2970736428,UKR,2020
UKR,processed_meat,6.458002895,UKR,2020
UKR,red_meat,35.52128396,UKR,2020
UKR,vegetables,248.0164652,UKR,2020
UKR,whole_grains,45.36409788,UKR,2020
URY,fruits,167.2163412,URY,2020
URY,legumes,2.085012384,URY,2020
URY,nuts_seeds,1.698612099,URY,2020
URY,omega3,0.222150018,URY,2020
URY,processed_meat,13.46071737,URY,2020
URY,red_meat,69.13226494,URY,2020
URY,vegetables,80.12204717,URY,2020
URY,whole_grains,41.87135254,URY,2020
USA,fruits,147.6831705,USA,2020
USA,legumes,4.697892832,USA,2020
USA,nuts_seeds,11.37512591,USA,2020
USA,omega3,0.3110668163,USA,2020
USA,processed_meat,37.99622627,USA,2020
USA,red_meat,73.30246103,USA,2020
USA,vegetables,161.1851156,USA,2020
USA,whole_grains,28.90935896,USA,2020
UZB,fruits,157.8895392,UZB,2020
UZB,legumes,0.6071100376,UZB,2020
UZB,nuts_seeds,1.30940944,UZB,2020
UZB,omega3,0.1115589215,UZB,2020
UZB,processed_meat,8.719809875,UZB,2020
UZB,red_meat,65.00264702,UZB,2020
UZB,vegetables,414.2928906,UZB,2020
UZB,whole_grains,37.18273074,UZB,2020
VEN,fruits,109.5146856,VEN,2020
VEN,legumes,6.239439574,VEN,2020
VEN,nuts_seeds,0.2586176195,VEN,2020
VEN,omega3,0.1993944932,VEN,2020
VEN,processed_meat,2.129755479,VEN,2020
VEN,red_meat,34.9604499,VEN,2020
VEN,vegetables,75.60600992,VEN,2020
VEN,whole_grains,49.2772479,VEN,2020
VNM,fruits,95.69495433,VNM,2020
VNM,legumes,5.824577885,VNM,2020
VNM,nuts_seeds,4.21719063,VNM,2020
VNM,omega3,0.8589219269,VNM,2020
VNM,processed_meat,0.8926198287,VNM,2020
VNM,red_meat,52.52657617,VNM,2020
VNM,vegetables,148.9023887,VNM,2020
VNM,whole_grains,14.11803643,VNM,2020
VUT,fruits,107.8670108,VUT,2020
VUT,legumes,6.490444544,VUT,2020
VUT,nuts_seeds,1.3784246,VUT,2020
VUT,omega3,0.4898102074,VUT,2020
VUT,processed_meat,0.8174565447,VUT,2020
VUT,red_meat,39.75514663,VUT,2020
VUT,vegetables,44.67069105,VUT,2020
VUT,whole_grains,6.697873735,VUT,2020
YEM,fruits,51.09369189,YEM,2020
YEM,legumes,3.413680711,YEM,2020
YEM,nuts_seeds,1.139173475,YEM,2020
YEM,omega3,0.07659007268,YEM,2020
YEM,processed_meat,1.605927065,YEM,2020
YEM,red_meat,15.86617488,YEM,2020
YEM,vegetables,33.22635316,YEM,2020
YEM,whole_grains,46.30674838,YEM,2020
ZAF,fruits,32.76713107,ZAF,2020
ZAF,legumes,2.707946381,ZAF,2020
ZAF,nuts_seeds,1.097831691,ZAF,2020
ZAF,omega3,0.1982382814,ZAF,2020
ZAF,processed_meat,3.78514993,ZAF,2020
ZAF,red_meat,51.30039677,ZAF,2020
ZAF,vegetables,63.25198384,ZAF,2020
ZAF,whole_grains,106.3331512,ZAF,2020
ZMB,fruits,12.68361868,ZMB,2020
ZMB,legumes,3.201235882,ZMB,2020
ZMB,nuts_seeds,7.557584418,ZMB,2020
ZMB,omega3,0.364097006,ZMB,2020
ZMB,processed_meat,3.252350175,ZMB,2020
ZMB,red_meat,31.50095849,ZMB,2020
ZMB,vegetables,27.61593866,ZMB,2020
ZMB,whole_grains,126.5579117,ZMB,2020
ZWE,fruits,18.94460838,ZWE,2020
ZWE,legumes,2.135609178,ZWE,2020
ZWE,nuts_seeds,2.073731548,ZWE,2020
ZWE,omega3,0.139826932,ZWE,2020
ZWE,processed_meat,2.001291284,ZWE,2020
ZWE,red_meat,85.50039568,ZWE,2020
ZWE,vegetables,15.84922287,ZWE,2020
ZWE,whole_grains,97.24381938,ZWE,2020
